permno,fyear,EXECID,grantdate,val,security,ret,retlag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo,val_lag,time
23819,2012,12690,20120701,8.528360603,0,-0.395595762,0.827433307,10.64560878,6.259900951,5.707374994,0.604155176,1.784968957,10.07230163,0.114048531,0.201344483,8.272238497,20
23819,2012,12690,20121205,8.08540297,1,0.003450625,-0.156314378,10.64560878,6.259900951,5.707374994,0.604155176,1.784968957,10.07230163,0.114048531,0.201344483,7.861116393,20
26084,1998,14730,19980701,6.251961438,1,-0.314583442,2.033472834,9.853387312,5.308565019,3.314016779,0.471431911,5.78641403,4.688968908,0,0.173126871,7.141414344,6
26084,2004,14732,20040701,4.103576836,1,0.138296302,-0.159033434,7.961834263,3.461964597,2.56906609,0.45692326,1.092259272,4.579308641,0,0.095690837,5.373538322,12
26084,2005,14732,20050701,4.779931407,1,0.052975822,0.138296302,8.293435777,3.828415036,3.121099581,0.551673271,1.366105386,4.643043838,0.03309194,-0.020871567,5.112495163,13
26084,2006,14732,20060621,4.871838121,1,0.327654708,-0.111067543,7.69774146,3.418982329,3.033364999,0.730673713,1.065459525,4.858221993,0.170020065,-0.157359518,4.779931407,14
26084,2007,14732,20070509,4.796650775,1,-0.056363829,0.302633003,7.950824964,3.655626955,3.181274526,0.706036453,1.144606461,4.724880253,0,0.225267029,4.871838121,15
26084,2008,14732,20080513,4.616654214,1,0.031686177,-0.056363829,8.048435981,3.865133648,3.318416677,0.701794729,1.194706076,4.731459166,0,0.046501428,4.796650775,16
26084,2009,14732,20090512,4.734790161,1,-0.100561394,0.031686177,7.5774853,3.365248679,3.202073709,0.690273486,0.833625518,4.760805478,0,0.14766897,4.616654214,17
26084,2010,14732,20100216,5.244991069,1,1.432006399,-0.27463866,8.946611613,4.536192184,3.513608512,0.683230908,1.40666812,4.751190763,0,0.034055594,4.734790161,18
26084,2011,14732,20110215,5.866398597,1,0.54489864,1.432006399,9.390741853,4.922037235,3.591257842,0.687201781,1.628902075,4.877279124,0,0.079888775,5.244991069,19
26084,2012,14732,20120214,5.934557153,1,0.252111673,0.54489864,9.582203214,5.121929622,3.592172475,0.828319341,1.840724378,5.000531085,0,0.066053595,5.866398597,20
27334,1994,4786,19940701,6.452328673,1,0.014164485,0.355749942,9.431133186,4.996908087,3.235361463,0.796916378,1.686420725,6.043494695,0.084070044,0.085500928,6.703518583,2
27334,1995,4786,19950701,6.572650478,1,0.190224876,0.014164485,9.576832741,5.159063287,3.107692485,0.87275514,1.636627751,6.186790759,0.085048666,0.17265078,6.452328673,3
27334,1996,4786,19960701,6.542634217,1,0.137482333,0.190224876,9.782033135,5.387240402,3.391938232,0.897280677,1.636491493,6.297888022,0.08279197,0.114784569,6.572650478,4
27334,1997,4786,19970701,6.89286411,1,0.585867687,0.137482333,10.95021953,6.550531153,4.161038425,0.91408767,1.822458493,6.611319,0.141797994,0.158606844,6.542634217,5
27334,1998,4786,19980701,7.431419725,1,0.004226347,0.585867687,10.61951336,6.141843943,3.11073188,0.911897999,2.092015534,6.759505819,0.129864547,0.111771226,6.89286411,6
27334,2002,18546,20020701,7.232400185,1,0.166375608,-0.239562852,8.484596607,4.068837188,3.13797128,0.814361142,1.414053736,7.243503682,0.242525814,0.170729559,5.941318844,10
27334,2003,18546,20030701,7.343768756,1,-0.000424788,0.166375608,8.806853074,4.482602829,4.004319942,0.635560544,1.541886344,7.183035769,0.170609866,0.16170179,7.232400185,11
27334,2004,18546,20040701,7.816827885,1,0.430845536,-0.000424788,9.509487751,5.180495912,4.392396279,0.689919858,1.872875819,7.270945254,0.112251551,0.088869215,7.343768756,12
27334,2005,18546,20050701,6.465833634,0,0.008438488,0.430845536,9.638565558,5.384712393,4.656804159,0.753244831,1.870800438,7.314713272,0.113776557,0.077534486,0,13
27334,2005,18546,20050701,7.482902883,1,0.008438488,0.430845536,9.638565558,5.384712393,4.656804159,0.753244831,1.870800438,7.314713272,0.113776557,0.077534486,7.816827885,13
27334,2006,18546,20060208,7.458634683,1,0.088361725,0.195559668,9.720263455,5.540610497,4.701113565,0.815270652,1.875702172,7.35516623,0.116096607,0.134548017,7.482902883,14
27334,2008,23671,20080701,7.36541744,0,-0.343943167,0.080049363,8.583744397,4.368261428,4.350301822,0.000106655,1.56580577,7.595786395,0.103202723,0.138086938,8.460834458,16
27334,2008,23671,20080205,7.129122422,1,-0.195497795,0.056519593,8.583744397,4.368261428,4.350301822,0.000106655,1.56580577,7.595786395,0.103202723,0.138086938,8.000639279,16
27334,2009,23671,20090701,7.205876424,0,0.014750588,-0.343943167,8.449067884,4.210944765,4.185863848,0.313329485,1.076561058,7.638631676,0.179118521,0.1378725,7.36541744,17
27334,2009,23671,20090204,7.045519762,1,-0.465949085,-0.195497795,8.449067884,4.210944765,4.185863848,0.313329485,1.076561058,7.638631676,0.179118521,0.1378725,7.129122422,17
27334,2010,23671,20100701,7.791574471,0,0.071074797,0.014750588,9.677014239,5.342251226,4.804495252,0.399979031,1.448843822,7.55752512,0.056288115,0.215424635,7.205876424,18
27334,2010,23671,20100202,7.154859782,1,0.723324309,-0.465949085,9.677014239,5.342251226,4.804495252,0.399979031,1.448843822,7.55752512,0.056288115,0.215424635,7.045519762,18
27334,2011,23671,20110701,7.823621521,0,0.280497498,0.071074797,9.915484787,5.605504887,5.095777337,0.474333591,1.428714568,7.836172191,0.131186697,0.056109921,7.791574471,19
27334,2011,23671,20110203,7.355372566,1,0.250157002,0.723324309,9.915484787,5.605504887,5.095777337,0.474333591,1.428714568,7.836172191,0.131186697,0.056109921,7.154859782,19
27334,2012,23671,20120701,7.882053375,0,0.166232354,0.280497498,10.08031326,5.808785803,5.385618973,0.611069821,1.392510756,8.051627699,0.17447983,0.075588061,7.823621521,20
27334,2012,23671,20120201,7.300159633,1,0.132841709,0.250157002,10.08031326,5.808785803,5.385618973,0.611069821,1.392510756,8.051627699,0.17447983,0.075588061,7.355372566,20
27684,1995,90,19950101,4.993828176,0,-0.151191238,0.177682338,8.696069178,4.408158021,3.510601588,0.662785575,1.09634992,7.48923711,0.154659566,0.017651544,4.914036284,3
27684,1995,90,19950101,7.670846722,1,-0.151191238,0.177682338,8.696069178,4.408158021,3.510601588,0.662785575,1.09634992,7.48923711,0.154659566,0.017651544,7.275323667,3
27684,1996,90,19960101,5.327876169,0,0.095968098,-0.151191238,9.432279931,5.12166089,4.086041137,0.561448235,1.342885169,7.662277388,0.146967696,0.008034964,4.993828176,4
27684,1998,90,19980101,5.478231862,0,-0.066817991,0.368658912,9.839443247,5.576560463,4.837009579,0.442703902,1.332043919,7.861369156,0.148926765,0.075164495,5.620763119,6
27684,2000,4029,20000101,4.861748513,0,0.135795504,-0.299896836,9.853205305,5.577298398,5.180046532,0.458237793,1.079999243,8.001588499,0.245547152,0.026321132,4.608414916,8
27684,2000,4029,20000101,8.205647868,1,0.135795504,-0.299896836,9.853205305,5.577298398,5.180046532,0.458237793,1.079999243,8.001588499,0.245547152,0.026321132,8.380985767,8
27684,2001,4029,20010101,5.351915004,0,-0.035402416,0.135795504,10.37629945,6.041761301,5.447383797,0.515519582,1.136480702,8.565098202,0.325144598,-0.166150534,4.861748513,9
27684,2001,4029,20010101,8.143910907,1,-0.035402416,0.135795504,10.37629945,6.041761301,5.447383797,0.515519582,1.136480702,8.565098202,0.325144598,-0.166150534,8.205647868,9
27684,2002,4029,20020101,5.235228461,0,-0.061963993,-0.035402416,10.09734965,5.819043763,5.547913418,0.616547372,1.045546487,8.676782995,0.362344687,0.030723893,5.351915004,10
27684,2002,4029,20020101,8.116744984,1,-0.061963993,-0.035402416,10.09734965,5.819043763,5.547913418,0.616547372,1.045546487,8.676782995,0.362344687,0.030723893,8.143910907,10
27684,2003,4029,20030101,7.823302939,1,-0.618245504,-0.061963993,10.17573963,5.910122001,5.666488289,0.643602865,1.175487363,8.451684386,0.295288823,0.166487101,8.116744984,11
27684,2004,4029,20040101,8.127601955,1,1.507363101,-0.618245504,9.621197748,5.467308649,5.464592196,0.701653948,0.929625565,8.411955113,0.350487898,0.139232039,7.823302939,12
27684,2005,4029,20050101,6.884568532,0,-0.333842261,1.507363101,10.3475054,6.219381773,5.988594255,0.712540004,1.160661589,8.489750255,0.240355586,0.014367878,0,13
27684,2005,4029,20050101,7.369640436,1,-0.333842261,1.507363101,10.3475054,6.219381773,5.988594255,0.712540004,1.160661589,8.489750255,0.240355586,0.014367878,8.127601955,13
27684,2006,4029,20060101,6.974323614,0,0.315945111,-0.333842261,10.36140117,6.263365751,5.928701212,0.747834103,1.12236145,8.536841885,0.21749114,0.094956649,6.884568532,14
27684,2006,4029,20060101,7.007193217,1,0.315945111,-0.333842261,10.36140117,6.263365751,5.928701212,0.747834103,1.12236145,8.536841885,0.21749114,0.094956649,7.369640436,14
27684,2007,4029,20070101,7.443787725,0,0.210247541,0.315945111,10.21135037,6.133448027,5.773257217,0.80842925,1.01686861,8.734993372,0.195367072,-0.003749155,6.974323614,15
27684,2007,4029,20060810,6.781848676,1,-0.254939203,0.532754421,10.21135037,6.133448027,5.773257217,0.80842925,1.01686861,8.734993372,0.195367072,-0.003749155,7.007193217,15
27684,2008,4029,20080101,7.719415895,0,0.099730547,0.210247541,10.96057116,6.657855632,4.992095731,0.793249039,1.345020229,8.903287763,0.122246379,0.116582174,7.443787725,16
27684,2008,4029,20070809,7.201963755,1,0.919849487,-0.254939203,10.96057116,6.657855632,4.992095731,0.793249039,1.345020229,8.903287763,0.122246379,0.116582174,6.781848676,16
27684,2009,4029,20090101,7.993692916,0,-0.453037801,0.099730547,10.50617105,6.226789744,5.546372448,0.84586941,0.996121247,9.012027229,0.150006543,0.061673645,7.719415895,17
27684,2009,4029,20080807,7.664504254,1,-0.273258973,0.919849487,10.50617105,6.226789744,5.546372448,0.84586941,0.996121247,9.012027229,0.150006543,0.061673645,7.201963755,17
27684,2010,4029,20100101,7.84219865,0,0.327956917,-0.453037801,10.34104456,6.033939491,5.56471727,0.850395712,1.066323575,8.74425163,0.144981357,0.13634357,7.993692916,18
27684,2010,4029,20090813,7.592732436,1,-0.099541447,-0.273258973,10.34104456,6.033939491,5.56471727,0.850395712,1.066323575,8.74425163,0.144981357,0.13634357,7.664504254,18
27684,2011,4029,20110101,8.277408694,0,0.343088776,0.327956917,10.43770133,6.103788478,5.518434742,0.818789505,1.08373387,8.959746227,0.151793372,-0.004848159,7.84219865,19
27684,2011,4029,20100812,7.440922477,1,-0.143779034,-0.099541447,10.43770133,6.103788478,5.518434742,0.818789505,1.08373387,8.959746227,0.151793372,-0.004848159,7.592732436,19
28484,1996,2132,19960701,7.312993908,1,-0.034996895,-0.13622972,11.35334555,6.782433241,4.069616194,0.900830093,1.292557859,8.956398638,0.279078459,0.148838562,7.940233458,4
28484,1997,2132,19970701,7.915165604,0,0.145269316,-0.034996895,11.55066486,7.003596609,4.509624724,0.936176101,1.25731025,8.960015868,0.198139102,0.104136471,0,5
28484,1997,2132,19970701,7.395837714,1,0.145269316,-0.034996895,11.55066486,7.003596609,4.509624724,0.936176101,1.25731025,8.960015868,0.198139102,0.104136471,7.825459951,5
28484,1998,2132,19980701,7.533900832,1,-0.183258055,0.145269316,11.45377523,6.925704377,4.748804887,0.886080662,1.227191076,8.979116639,0.218468096,0.160576794,8.10289676,6
28484,1999,2132,19990701,8.169603336,1,0.115326055,-0.183258055,11.36103604,6.845148488,5.037856762,0.915229643,1.234917258,8.972588512,0.272471581,0.06538285,7.533900832,7
28484,2000,2132,20000701,8.010857473,0,-0.034903619,0.115326055,13.54038233,8.954076777,5.42664521,0.978239488,1.272741919,8.952697504,0.234833865,0.097679394,0,8
28484,2000,2132,20000701,7.851222173,1,-0.034903619,0.115326055,13.54038233,8.954076777,5.42664521,0.978239488,1.272741919,8.952697504,0.234833865,0.097679394,8.169603336,8
28484,2001,2132,20010701,8.522867632,1,0.218683517,-0.034903619,13.78195613,9.196074347,5.693920154,0.981671674,1.253153871,9.237469039,0.159224502,0.238492325,7.851222173,9
28484,2002,2132,20020701,8.440096141,0,-0.136128694,0.218683517,13.54138797,8.961944083,6.006712428,0.976447313,1.0416626,9.640172837,0.353856544,0.190772825,0,10
28484,2005,2132,20050701,8.136243119,0,0.37570335,0.750119974,13.9367109,9.356375655,6.174918149,0.978357306,1.120922125,9.699717615,0.209740701,0.136093828,7.971845134,13
28484,2005,2132,20050701,8.295332416,1,0.37570335,0.750119974,13.9367109,9.356375655,6.174918149,0.978357306,1.120922125,9.699717615,0.209740701,0.136093828,8.08953122,13
28484,2006,2132,20060701,8.467540656,0,0.28874203,0.37570335,14.28696677,9.702667852,5.548817399,0.971427092,1.28933456,9.85828096,0.153576921,0.112800392,8.136243119,14
28484,2006,2132,20060201,8.648660373,1,0.326946905,0.528202152,14.28696677,9.702667852,5.548817399,0.971427092,1.28933456,9.85828096,0.153576921,0.112800392,8.295332416,14
28484,2007,2132,20070701,8.41693077,0,0.102245017,0.28874203,14.47721967,9.89931033,6.329711452,0.94749021,1.33495993,10.01703943,0.126118237,0.182631441,8.467540656,15
28484,2007,2132,20070207,8.685553588,1,0.094110096,0.326946905,14.47721967,9.89931033,6.329711452,0.94749021,1.33495993,10.01703943,0.126118237,0.182631441,8.648660373,15
28484,2008,2132,20080701,9.385338511,0,0.612543335,0.102245017,15.11389998,10.52075753,5.729575612,0.968690289,1.863408059,10.1709159,0.081737071,0.156534547,8.41693077,16
28484,2008,2132,20080206,8.886813561,1,0.693163551,0.094110096,15.11389998,10.52075753,5.729575612,0.968690289,1.863408059,10.1709159,0.081737071,0.156534547,8.685553588,16
28484,2009,2132,20090701,8.329784236,0,-0.460975692,0.612543335,14.44644384,9.849216007,6.06211426,0.978724304,1.181425518,10.26081229,0.117095762,0.174773258,9.385338511,17
28484,2009,2132,20090204,8.826373015,1,-0.422352715,0.693163551,14.44644384,9.849216007,6.06211426,0.978724304,1.181425518,10.26081229,0.117095762,0.174773258,8.886813561,17
28484,2010,2132,20100701,8.346902256,0,-0.032771432,-0.460975692,14.41477985,9.820934316,6.224764273,0.976593135,1.217660088,10.29099234,0.124504038,0.106544475,8.329784236,18
28484,2010,2132,20100203,8.824859797,1,0.07042189,-0.422352715,14.41477985,9.820934316,6.224764273,0.976593135,1.217660088,10.29099234,0.124504038,0.106544475,8.826373015,18
28484,2011,2132,20110701,8.347728786,0,0.276313722,-0.032771432,14.62221683,10.03134615,6.490583102,0.976974428,1.258704479,10.47438235,0.125311135,0.153741728,8.346902256,19
28484,2011,2132,20110202,8.773257732,1,0.475672055,0.07042189,14.62221683,10.03134615,6.490583102,0.976974428,1.258704479,10.47438235,0.125311135,0.153741728,8.824859797,19
28484,2012,2132,20120701,9.049663627,0,-0.313188207,0.276313722,14.33378949,9.743157678,6.485536455,0.981597859,1.020304497,10.57482359,0.151688039,0.140806871,8.347728786,20
32942,1993,480,19930701,6.373434882,1,0.030520264,-0.111481395,8.622126424,4.370990209,3.617640523,0.636912848,2.479306281,6.694175845,0.038249491,0.124313298,0,1
32942,1994,480,19940701,6.725562904,1,0.035262606,0.030520264,8.656234603,4.491467079,4.018395172,0.668298045,2.297307526,6.7745644,0.046700789,0.146837439,6.373434882,2
32942,1995,480,19950701,6.731410388,1,0.023287463,0.035262606,9.468198345,5.153563769,3.877838679,0.758108157,2.019758413,6.949443139,0.067523317,0.139354088,6.725562904,3
32942,1996,480,19960701,7.085502232,1,0.107733453,0.023287463,9.814287137,5.543677043,4.260161053,0.786738587,2.41646118,6.964367155,0.039962557,0.146496296,6.731410388,4
32942,1997,480,19970701,7.342090153,1,0.313412791,0.107733453,10.15872778,5.836259818,3.7338485,0.776291064,2.783224583,7.078712506,0.035792854,0.178957574,7.085502232,5
32942,1998,480,19980701,7.109954987,1,-0.163076579,0.313412791,10.01602207,5.831296709,4.149396953,0.690706533,2.926377838,7.159123928,0.026535978,0.125328992,7.342090153,6
32942,1999,480,19990701,7.19351409,1,-0.062762373,-0.163076579,9.595246522,5.468681888,5.0871302,0.588108505,2.188154488,7.238065714,0.069977419,0.148196117,7.109954987,7
32942,2000,480,20000701,7.355252478,1,-0.449224648,-0.062762373,9.414802007,5.244255154,5.063153922,0.571399041,1.639699114,7.244370363,0.098811516,0.126582279,7.19351409,8
32942,2002,16720,20020701,7.459036874,1,0.005686603,0.174206288,8.011323481,4.043326449,4.434968463,0.098086124,1.820195968,7.095395997,0.076342342,0.137023032,7.395299624,10
32942,2003,16720,20030701,7.555239755,1,0.106133309,0.005686603,8.702485025,4.727236687,5.035381072,0.190556076,1.948400156,7.252266544,0.108704009,0.148830264,7.459036874,11
32942,2004,16720,20040701,7.869034241,1,0.299129472,0.106133309,9.37624596,5.31789567,5.354073403,0.276420507,2.219527678,7.313487018,0.089784738,0.172729207,7.555239755,12
32942,2005,16720,20050701,6.277331223,0,-0.023738188,0.299129472,9.838499243,5.817431974,5.57877699,0.599125747,2.374357343,7.404522546,0.076673656,0.123382686,0,13
32942,2005,16720,20050701,7.208262126,1,-0.023738188,0.299129472,9.838499243,5.817431974,5.57877699,0.599125747,2.374357343,7.404522546,0.076673656,0.123382686,7.869034241,13
32942,2006,16720,20061204,7.176517957,1,-0.045391659,-0.167898465,9.640324238,5.653391876,5.608222309,0.688149087,2.054784595,7.419380583,0.066796563,0.11209206,7.208262126,14
32942,2007,16720,20071203,6.996809707,1,0.092432905,-0.045391659,9.670351777,5.758835804,5.7053976,0.775408138,1.973535473,7.468798619,0.063703345,0.083923215,7.176517957,15
32942,2008,16720,20081201,6.654835575,1,-0.378568939,0.092432905,9.879756306,5.93758904,5.808639794,0.815333176,2.023121606,7.530694565,0.062627908,0.191378818,6.996809707,16
32942,2009,16720,20091207,6.777299684,1,0.44072789,-0.378568939,9.371629591,5.40032273,5.704501463,0.779705581,1.392675755,7.65751906,0.168827324,0.171299775,6.654835575,17
32942,2010,16720,20101206,7.034103854,1,0.267246529,0.44072789,10.06940877,5.986518023,5.998954391,0.820918852,1.618285778,7.810149906,0.124665729,0.187993382,6.777299684,18
32942,2011,16720,20111205,7.469562427,1,0.109926256,0.267246529,9.858575528,5.445562267,4.595607928,0.809057571,1.809561169,7.903522404,0.122071504,0.108013796,7.034103854,19
32942,2012,16720,20120701,7.596728762,0,0.381565861,0.257236504,10.13393559,5.656569056,4.409876325,0.775395835,1.874374825,7.954196695,0.112306314,0.123808116,0,20
32942,2012,16720,20121204,7.409644094,1,0.263606126,0.109926256,10.13393559,5.656569056,4.409876325,0.775395835,1.874374825,7.954196695,0.112306314,0.123808116,7.469562427,20
39538,1994,595,19940701,8.845534829,1,0.294720207,0.059914025,10.15928015,5.74309128,4.046821595,0.516691521,2.468093166,7.601440815,0.088784559,0.240693236,8.184862785,2
39538,2003,18517,20030701,8.137773511,1,0.018929903,0.026027161,10.7136278,6.459660021,5.751464962,0.720372395,2.433637404,8.403051792,0.078092687,0.264139828,8.28338897,11
39538,2004,18517,20040701,7.73408751,1,-0.111411418,0.018929903,10.45848856,6.415566315,5.762466717,0.84,2.339179995,8.414484712,0.062642036,0.135616199,8.137773511,12
39538,2005,18517,20050701,7.490954245,1,0.034813104,-0.111411418,10.42048649,6.488524429,5.767546419,0.82748184,2.200534764,8.467475918,0.05905563,0.126441659,7.73408751,13
39538,2006,18517,20060701,7.492760301,0,-0.07519446,0.034813104,10.00842778,6.193731951,6.042023221,0.833518313,1.925349809,8.383276124,0.0882601,0.098113694,0,14
39538,2006,18517,20060801,7.27063772,1,-0.001657139,0.087728122,10.00842778,6.193731951,6.042023221,0.833518313,1.925349809,8.383276124,0.0882601,0.098113694,7.490954245,14
39538,2007,18517,20070701,7.765993079,0,0.210483235,-0.07519446,10.83532984,6.781071544,6.00657958,0.813390157,2.266224956,8.508532597,0.062326665,0.200339271,7.492760301,15
39538,2007,18517,20070801,7.180262128,1,0.094428527,-0.001657139,10.83532984,6.781071544,6.00657958,0.813390157,2.266224956,8.508532597,0.062326665,0.200339271,7.27063772,15
39538,2008,18517,20080701,8.503514463,0,-0.149653396,0.210483235,10.51337278,6.536886826,6.3083177,0.824443556,1.951900288,8.477715085,0.101175519,0.113104342,7.765993079,16
39538,2008,18517,20080801,7.662297868,1,-0.129931172,0.094428527,10.51337278,6.536886826,6.3083177,0.824443556,1.951900288,8.477715085,0.101175519,0.113104342,7.180262128,16
39538,2009,18517,20090701,7.514434571,0,-0.131396274,-0.149653396,9.950909982,6.012458475,6.269332754,0.794451089,1.774082313,8.450206663,0.108513434,0.090800559,8.503514463,17
39538,2009,18517,20090731,7.619916454,1,-0.131396274,-0.149653396,9.950909982,6.012458475,6.269332754,0.794451089,1.774082313,8.450206663,0.108513434,0.090800559,7.662297868,17
39538,2010,18517,20100701,7.514432936,0,0.199269375,-0.131396274,10.25183342,6.187348704,6.275137363,0.73143313,1.983101962,8.472521086,0.079316876,0.202146121,7.514434571,18
39538,2010,18517,20100802,7.682754022,1,0.162703139,-0.076652537,10.25183342,6.187348704,6.275137363,0.73143313,1.983101962,8.472521086,0.079316876,0.202146121,7.619916454,18
39538,2011,18517,20110701,8.537131692,0,0.256921886,0.199269375,10.71000941,6.513300011,6.30783415,0.613677312,2.153439824,8.597617303,0.102856302,0.110441152,7.514432936,19
39538,2011,18517,20110801,7.939105804,1,0.277245343,0.162703139,10.71000941,6.513300011,6.30783415,0.613677312,2.153439824,8.597617303,0.102856302,0.110441152,7.682754022,19
47730,1996,8689,19960501,5.855136439,1,0.592265158,0.064830651,7.375320697,3.216749296,2.145020613,0.556103129,1.31767635,5.8170308,0.064829877,0.046211641,3.71520484,4
47730,1997,8689,19970501,6.666017121,1,-0.038660544,0.592265158,7.977904619,3.742383648,2.585747135,0.476198903,1.471866195,5.942195518,0.070667399,0.049941339,5.855136439,5
47730,1998,8689,19980501,5.159685454,1,0.356594604,-0.038660544,8.792531227,4.487458257,3.118523544,0.511196248,1.764789619,6.14879303,0.064008248,0.073062643,6.666017121,6
47730,2002,16088,20020501,6.68230853,1,0.105716531,0.303792551,6.540152964,2.353084498,2.363429948,0.050512723,1.445970868,6.528104106,0.011965667,0.102488376,6.813393214,10
47730,2006,16088,20060501,6.123261474,1,-0.128095344,-0.023220883,8.533687612,4.447641583,4.360638876,0.479327866,1.546970577,6.80761445,0,0.044450959,7.343638525,14
47730,2007,16088,20070501,6.616956354,0,0.622568208,-0.128095344,11.52815588,6.964378857,4.423925536,0.938089911,1.417844105,6.92488178,0,0.144257561,0,15
47730,2007,16088,20070313,6.163698667,1,0.312065481,-0.0417666,11.52815588,6.964378857,4.423925536,0.938089911,1.417844105,6.92488178,0,0.144257561,6.123261474,15
47730,2008,16088,20080501,6.908754779,0,-0.284846519,0.622568208,8.828053949,4.791807716,4.438223887,0.58533646,1.509237646,7.0225766,0,0.053425553,6.616956354,16
47730,2008,16088,20080108,6.446557504,1,-0.232196447,0.289192477,8.828053949,4.791807716,4.438223887,0.58533646,1.509237646,7.0225766,0,0.053425553,6.163698667,16
47730,2009,16088,20090501,6.353935164,0,-0.267961272,-0.284846519,8.656219483,4.528150167,4.473823538,0.552808461,1.121409905,7.346599069,0.132329334,0.060951767,6.908754779,17
47730,2009,16088,20090112,5.276745965,1,-0.295088279,-0.232196447,8.656219483,4.528150167,4.473823538,0.552808461,1.121409905,7.346599069,0.132329334,0.060951767,6.446557504,17
47730,2010,16088,20100501,7.032378865,0,0.321777048,-0.267961272,8.904891037,4.693297298,4.499488959,0.603379803,1.186470815,7.327881059,0.095578265,0.090889618,6.353935164,18
47730,2010,16088,20100908,6.187394714,1,0.02264813,-0.042967579,8.904891037,4.693297298,4.499488959,0.603379803,1.186470815,7.327881059,0.095578265,0.090889618,5.276745965,18
47730,2011,16088,20110501,7.088668344,0,0.058242786,0.321777048,9.286515888,5.016430747,4.629950661,0.693037093,1.289212195,7.345797284,0.070370888,0.098520004,7.032378865,19
47730,2011,16088,20110913,6.254871516,1,-0.119102109,0.02264813,9.286515888,5.016430747,4.629950661,0.693037093,1.289212195,7.345797284,0.070370888,0.098520004,6.187394714,19
47730,2012,16088,20120501,6.908748785,0,-0.058896452,0.058242786,9.145264202,4.913272109,4.637865918,0.693975335,1.150301958,7.53934509,0.138753652,0.103308,7.088668344,20
48725,1993,971,19930701,7.943361744,1,0.186362919,0.10230122,9.667417646,5.208983913,3.877053645,0.302904564,1.517013584,9.553859152,0.191659761,0.124568513,0,1
48725,1994,971,19940701,7.878970958,1,-0.110114708,0.186362919,9.679167226,5.414016187,4.737835068,0.551381899,1.530845119,9.615938805,0.182196576,0.11086679,7.943361744,2
48725,1999,1162,19990701,8.006700845,0,0.23544102,-0.445792074,10.2501865,6.258136029,6.190789752,0.55056436,1.127930801,10.28789925,0.307619504,0.019642609,0,7
48725,2002,1162,20020701,9.338438908,0,0.067000194,0.186011582,11.07689518,6.855287778,6.353015323,0.766768412,1.148696713,10.35939226,0.264330332,0.065313617,8.412054873,10
48725,2002,1162,20020701,8.509715462,1,0.067000194,0.186011582,11.07689518,6.855287778,6.353015323,0.766768412,1.148696713,10.35939226,0.264330332,0.065313617,8.079427301,10
48725,2003,1162,20030701,8.412054873,0,0.024578716,0.067000194,11.10824964,6.96745495,6.527790206,0.646921179,1.138431337,10.39711615,0.246758914,0.071313112,9.338438908,11
48725,2003,1162,20030701,8.727887802,1,0.024578716,0.067000194,11.10824964,6.96745495,6.527790206,0.646921179,1.138431337,10.39711615,0.246758914,0.071313112,8.509715462,11
48725,2004,1162,20040701,8.736845546,1,-0.088930218,0.024578716,11.45993778,7.355054603,6.439001667,0.637599285,1.166856733,10.41813586,0.204620409,0.073922598,8.727887802,12
48725,2005,1162,20050701,8.450427169,1,0.213675517,-0.088930218,11.47314905,7.351094222,6.635371395,0.686381943,1.140650785,10.4513199,0.206088259,0.066855947,8.736845546,13
48725,2007,20835,20070701,8.006726503,0,0.336560282,0.156641238,10.50610499,6.40606496,5.602666261,0.663231192,1.261515198,10.5055058,0.147185796,0.080853453,8.976785309,15
48725,2007,20835,20070130,8.379029791,1,0.087836162,0.432124947,10.50610499,6.40606496,5.602666261,0.663231192,1.261515198,10.5055058,0.147185796,0.080853453,8.677660828,15
48725,2008,20835,20080701,8.229820671,0,0.346129186,0.336560282,11.05529299,6.883176641,5.703491524,0.619861108,1.451857319,10.54623578,0.139120068,0.089743941,8.006726503,16
48725,2008,20835,20080131,8.577700764,1,0.184753314,0.087836162,11.05529299,6.883176641,5.703491524,0.619861108,1.451857319,10.54623578,0.139120068,0.089743941,8.379029791,16
48725,2009,20835,20090701,8.229819072,0,-0.308906843,0.346129186,10.69347482,6.586992437,6.440051512,0.605249734,1.216686038,10.58968564,0.184712337,0.107012331,8.229820671,17
48725,2009,20835,20090205,8.544013796,1,-0.407723287,0.216912134,10.69347482,6.586992437,6.440051512,0.605249734,1.216686038,10.58968564,0.184712337,0.107012331,8.577700764,17
48725,2010,20835,20100701,8.343106435,0,0.293457781,-0.308906843,11.21487103,7.048884167,6.566192196,0.641908588,1.361496251,10.65516304,0.170554553,0.08141584,8.229819072,18
48725,2010,20835,20100204,8.184115057,1,0.788087655,-0.407723287,11.21487103,7.048884167,6.566192196,0.641908588,1.361496251,10.65516304,0.170554553,0.08141584,8.544013796,18
48725,2011,20835,20110701,8.476656573,0,0.369196134,0.293457781,11.73834301,7.485714056,6.482967738,0.704251684,1.644854845,10.67102302,0.130401339,0.096793209,8.343106435,19
48725,2011,20835,20110203,8.30873886,1,0.411990981,0.788087655,11.73834301,7.485714056,6.482967738,0.704251684,1.644854845,10.67102302,0.130401339,0.096793209,8.184115057,19
51625,1994,849,19940701,6.380135747,1,0.060717847,0.28321921,10.45366851,6.104807239,5.627421708,0.182275517,1.364627994,8.211836913,0.216301335,0.050152367,9.74383172,2
