permno,fyear,date,adjfac,S0,S1,u,sigma
82587,2011,20111231,1,14.010000229,7.4000000954,0.3323783163,0.5305469024
83186,2007,20071231,1,62.630001068,82.550003052,0.1227059701,0.1698274345
83186,2008,20081231,1,82.550003052,37.979999542,-0.096795803,0.2678300405
83186,2009,20091231,1,37.979999542,43.549999237,-0.048423063,0.3276668024
83186,2010,20101231,1,43.549999237,44.349998474,-0.13075452,0.3410903024
83186,2011,20111231,1,44.349998474,45.520000458,0.0603359142,0.2912248576
83366,2007,20071231,1,37.369998932,37.200000763,-0.077617764,0.3282215441
83366,2008,20081231,1,37.200000763,35.529998779,-0.16030694,0.4120672449
83366,2009,20091231,1,35.529998779,68.169998169,0.2668055154,0.4274497427
83366,2010,20101231,1,68.169998169,103.54000092,0.4540814731,0.4307097152
83366,2011,20111231,1,103.54000092,123.33000183,0.5377215461,0.4552387747
83601,2007,20080531,1,21.11000061,19.940000534,0.023026049,0.3016318213
83601,2008,20090531,1,19.940000534,13.989999771,-0.070752408,0.543773387
83601,2009,20100531,1,13.989999771,14.720000267,-0.115080742,0.549644174
83601,2010,20110531,1,14.720000267,21.829999924,0.0732899295,0.5382098426
83601,2011,20120531,1,21.829999924,16.25,0.0901489179,0.3567633363
83621,2007,20071231,1,21.745000839,41.459999084,0.361441874,0.2739893418
83621,2008,20081231,1,41.459999084,27.88999939,0.1528421743,0.3511856184
83621,2009,20091231,1,27.88999939,43.459999084,0.3463785083,0.3943142209
83621,2010,20101231,1,43.459999084,52.069999695,0.1352297773,0.3734090064
83621,2011,20111231,1,52.069999695,57.279998779,0.2811993446,0.3090811089
84032,2007,20071231,1,30.590000153,73.459999084,0.6502873862,0.3439472384
84032,2008,20081231,1,73.459999084,24.440000534,0.1866923688,0.4794193046
84032,2009,20091231,1,24.440000534,44.090000153,0.4755491123,0.4872269736
84032,2010,20101231,1,44.090000153,67.25,0.2141885059,0.5186435013
84032,2011,20111231,1,67.25,67.989997864,0.4418766984,0.446415602
84348,2007,20080331,1,32.970001221,21.719999313,0.0683929206,0.3375189332
84348,2008,20090331,1,21.719999313,20.819999695,-0.108492674,0.4030755917
84348,2009,20100331,1,20.819999695,34.61000061,0.0780768726,0.4153394831
84348,2010,20110331,1,34.61000061,39.840000153,0.2494178906,0.351499203
84348,2011,20120331,1,39.840000153,48.209999084,0.3372248355,0.320032599
84365,2007,20071231,1,55.779998779,51.490001678,0.0290696989,0.2718690243
84365,2008,20081231,1,51.490001678,45.75,-0.073283916,0.2992386385
84365,2009,20091231,1,45.75,46.180000305,-0.080065353,0.4322198729
84365,2010,20101231,1,46.180000305,56.340000153,0.0310939629,0.4548259042
84365,2011,20111231,1,56.340000153,60.38999939,0.0969163869,0.426257082
84385,2007,20071231,1,42.770000458,28.280000687,0.6092043957,0.5426369431
84385,2008,20081231,1,28.280000687,21.680000305,-0.215837246,0.4334102056
84385,2009,20091231,1,21.680000305,23.590000153,-0.177671184,0.4070165719
84385,2010,20101231,1,23.590000153,29.299999237,0.0245441653,0.441907031
84385,2011,20111231,1,29.299999237,25.350000381,0.0615973026,0.3784366936
85168,2007,20071231,1,31.370000839,41.5,0.2670921681,0.3217531016
85168,2008,20081231,1,41.5,7.2399997711,-0.243431045,0.5268945013
85168,2009,20091231,1,7.2399997711,11.75,0.0176542105,0.8547993368
85168,2010,20101231,1,11.75,12.140000343,-0.061330338,0.8897616475
85168,2011,20111231,1,12.140000343,15.800000191,0.314810475,0.8150250913
85427,2007,20071231,1,51.720001221,23.75,-0.009670909,0.3780635021
85427,2008,20081231,1,23.75,10.770000458,-0.182424494,0.4936470688
85427,2009,20091231,1,10.770000458,28.350000381,0.1678767143,0.5715577046
85427,2010,20101231,1,28.350000381,41.759998322,0.5113510849,0.5881781392
85427,2011,20111231,1,41.759998322,51.799999237,0.7758751445,0.5008494116
85631,2007,20080131,1,43.720001221,41.150001526,0.0869144661,0.3271942592
85631,2008,20090131,1,41.150001526,16.559999466,-0.225585037,0.4308562804
85631,2009,20100131,1,16.559999466,23.790000916,-0.09087093,0.5076673074
85631,2010,20110131,1,23.790000916,40.680000305,0.1767686098,0.5438788226
85631,2011,20120131,1,40.680000305,36,0.3394658609,0.4536365018
85913,2007,20071231,1.074275,44.420656927,31.816806968,0.0234547372,0.1848868614
85913,2008,20081231,1.074275,31.816806968,18.105234472,-0.13253813,0.2809179623
85913,2009,20091231,1.06266,18.105234472,25.64319726,-0.115828253,0.4200786542
85913,2010,20101231,1.06266,25.64319726,39.090584868,0.1626201931,0.4510929878
85913,2011,20111231,1,39.090584868,29.170000076,0.2247979248,0.4094184303
86211,2007,20071231,1,114.01000214,95.099998474,0.1456448026,0.5044419641
86211,2008,20081231,1,95.099998474,37.130001068,-0.168359851,0.4541607887
86211,2009,20091231,1,37.130001068,94.019996643,0.2335729801,0.4787216587
86211,2010,20101231,1,94.019996643,85.470001221,0.2699626835,0.4325103514
86211,2011,20111231,1,85.470001221,108.31999969,0.5641167089,0.3739184621
86720,2007,20071231,1,87.699996948,60.099998474,-0.039958249,0.2429806821
86720,2008,20081231,1,60.099998474,22.059999466,-0.351410234,0.3125033211
86720,2009,20091231,1,22.059999466,22.819999695,-0.318675521,0.4132297899
86720,2010,20101231,1,22.819999695,37.549999237,0.0099607712,0.4492681319
86720,2011,20111231,1,37.549999237,38.099998474,0.2276061429,0.4122559762
86778,2007,20071231,1,22.579999924,19.13999939,-0.018619942,0.3185245513
86778,2008,20081231,1,19.13999939,14.789999962,-0.075895161,0.3034796233
86778,2009,20091231,1,14.789999962,17.399999619,-0.086715075,0.4325836122
86778,2010,20101231,1,17.399999619,24.5,0.1110913658,0.4674135654
86778,2011,20111231,1,24.5,27.819999695,0.2360480809,0.4720890915
86949,2007,20071231,1,33.310001373,19.510000229,0.2589574903,0.4388454522
86949,2008,20081231,1,19.510000229,12.819999695,0.093631637,0.4238930693
86949,2009,20091231,1,12.819999695,29.409999847,0.1624299446,0.7216494521
86949,2010,20101231,1,29.409999847,20,0.2020516426,0.7380576699
86949,2011,20111231,1,20,12.119999886,0.1887251986,0.7285847705
87496,2007,20071231,1,26.239999771,15.93999958,0.3856268663,0.5506992535
87496,2008,20081231,1,15.93999958,8.3199996948,0.0943724067,0.4972551873
87496,2009,20091231,1,8.3199996948,10.069999695,-0.234562754,0.4696570894
87496,2010,20101231,1,10.069999695,9.8800001144,-0.101801251,0.425646131
87496,2011,20111231,1,9.8800001144,8.3400001526,0.0084356455,0.4372557353
87717,2007,20071231,1,40.5,44.680000305,0.1219553414,0.2848598401
87717,2008,20081231,1,44.680000305,33.270000458,-0.023287436,0.3131612961
87717,2009,20091231,1,33.270000458,34.770000458,-0.057748496,0.2897830195
87717,2010,20101231,1,34.770000458,54.599998474,0.1121639997,0.3363083403
87717,2011,20111231,1,54.599998474,40.959999084,0.1181604341,0.3146877137
87812,2007,20071231,1,34.650001526,37.430000305,-0.021515338,0.3780143792
87812,2008,20081231,1,37.430000305,24.780000687,-0.138982836,0.3906956749
87812,2009,20091231,1,24.780000687,48.380001068,0.2089721109,0.3697527854
87812,2010,20101231,1,48.380001068,46.020000458,0.18050367,0.3690208076
87812,2011,20111231,1,46.020000458,43.419998169,0.2778938272,0.3389604593
88281,2007,20071231,1,43.25,65.800003052,0.1060718291,0.2129225537
88281,2008,20081231,1,65.800003052,26.200000763,-0.059875738,0.3820922413
88281,2009,20091231,1,26.200000763,33.689998627,0.0426326946,0.3799774611
88281,2010,20101231,1,33.689998627,35.540000916,-0.09265357,0.4020074423
88281,2011,20111231,1,35.540000916,27.329999924,0.0330473972,0.2971448208
88417,2007,20071231,1,5.8299999237,4.5999999046,-0.171990149,0.3991021487
88417,2008,20081231,1,4.5999999046,0.5099999905,-0.324290164,0.7462404996
88417,2009,20091231,1,0.5099999905,1.4099999666,0.2048552844,0.9168048815
88417,2010,20101231,1,1.4099999666,3.4600000381,0.7690467136,1.007790549
88417,2011,20111231,1,3.4600000381,1.3300000429,0.8608514836,0.791130023
88811,2007,20071231,1,12.170000076,7.8800001144,-0.25301101,0.417818142
88811,2008,20081231,1,7.8800001144,8.8299999237,-0.207671567,0.4797907677
88811,2009,20091231,1,8.8299999237,25.38999939,0.5271473176,0.6455456234
88811,2010,20101231,1,25.38999939,46.959999084,0.9356663615,0.6259581812
88811,2011,20111231,1,46.959999084,47.849998474,0.9079474951,0.6089864067
89006,2007,20071231,1.540555,23.1734672,21.180679085,-0.05153497,0.1454713717
89006,2008,20081231,1.540555,21.180679085,17.42878403,-0.036529944,0.196880641
89006,2009,20091231,1.540555,17.42878403,17.642992496,-0.103556093,0.2418384048
89006,2010,20101231,1.540555,17.642992496,20.45366782,-0.00965854,0.234406498
89006,2011,20111231,1.540555,20.45366782,24.251000847,0.1155706331,0.1928947257
89036,2007,20071231,1,16.61000061,19.350000381,0.3483403635,0.4490052572
89036,2008,20081231,1,19.350000381,12.949999809,-0.082897901,0.4577049245
89036,2009,20091231,1,12.949999809,14.789999962,-0.03055633,0.4385855506
89036,2010,20101231,1,14.789999962,14.180000305,-0.083551943,0.4640921191
89036,2011,20111231,1,14.180000305,9.4300003052,-0.081254249,0.4339621466
89533,2007,20071231,1,93.849998474,112.12999725,0.1889865814,0.4637981546
89533,2008,20081231,1,112.12999725,42.259998322,0.0487244527,0.5140385069
89533,2009,20091231,1,42.259998322,58.229999542,-0.038551666,0.8487066145
89533,2010,20101231,1,58.229999542,103.83999634,0.1729243099,0.8235893564
89533,2011,20111231,1,103.83999634,110.48999786,0.4037862536,0.7772269647
89866,2007,20071231,2,5.7474999428,10.510000229,0.5621371874,0.3153312523
89866,2008,20081231,2,10.510000229,5.8299999237,0.1878097377,0.4017424126
89866,2009,20091231,2,5.8299999237,9.7950000763,0.3231519392,0.3888324233
89866,2010,20101231,2,9.7950000763,11.359999657,0.1242673452,0.3819437587
89866,2011,20111231,2,11.359999657,15.039999962,0.3834315344,0.262266711
90979,2007,20071231,2,25.225000381,21.834999084,0.0415666102,0.3130715563
90979,2008,20081231,2,21.834999084,11.920000076,-0.127118127,0.4761208423
90979,2009,20091231,2,11.920000076,13.635000229,-0.166115325,0.5150298871
90979,2010,20101231,2,13.635000229,27.420000076,0.2263216737,0.5043775886
90979,2011,20111231,2,27.420000076,35.895000458,0.4834084007,0.4705422482
91556,2007,20080131,2,16.194999695,14.574999809,-0.031858538,0.2322647828
91556,2008,20090131,2,14.574999809,14.710000038,-0.020740305,0.2737607368
91556,2009,20100131,2,14.710000038,22.965000153,0.1364412469,0.2849612051
91556,2010,20110131,2,22.965000153,32.599998474,0.3208599681,0.2779405402
91556,2011,20120131,1,32.599998474,50.819999695,0.508629474,0.220525439
91571,2007,20071231,1,11.159999847,5.0599999428,0.0457839805,0.3130715563
91571,2008,20081231,1,5.0599999428,26.11000061,1.7551522479,0.3894940197
91571,2009,20091231,1,26.11000061,13.590000153,1.0093832649,0.711036033
91571,2010,20101231,1,13.590000153,23.459999084,1.4389878384,0.6018013902
91571,2011,20111231,1,23.459999084,16.840000153,-0.014887137,0.4804086871
