permno,fyear,EXECID,val,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
28484,2010,02132,8.347,0,0.14924,-0.39458,8.330,14.415,9.821,6.239,0.97659,1.21766,10.29099,0.12450,0.10654
28484,2010,02132,8.825,1,0.07042,-0.42235,8.826,14.415,9.821,6.239,0.97659,1.21766,10.29099,0.12450,0.10654
28484,2011,02132,8.348,0,0.35832,0.14924,8.347,14.622,10.031,6.455,0.97697,1.25870,10.47438,0.12531,0.15374
28484,2011,02132,8.773,1,0.47567,0.07042,8.825,14.622,10.031,6.455,0.97697,1.25870,10.47438,0.12531,0.15374
30681,2007,06099,0.000,0,0.11691,-0.00265,0.000,11.879,7.920,6.580,1.00000,1.75563,9.80727,0.09615,0.10937
30681,2007,06099,0.000,1,0.11691,-0.00265,0.000,11.879,7.920,6.580,1.00000,1.75563,9.80727,0.09615,0.10937
30681,2008,06099,0.000,0,-0.20030,0.11691,0.000,11.752,8.091,7.254,1.00000,1.58430,9.86644,0.10076,0.08805
30681,2008,06099,8.487,1,-0.44425,-0.13042,0.000,11.752,8.091,7.254,1.00000,1.58430,9.86644,0.10076,0.08805
30681,2009,06099,0.000,0,-0.21107,-0.20030,0.000,10.498,6.426,6.586,0.88856,1.27426,9.75958,0.14098,0.07234
30681,2009,06099,7.988,1,-0.47827,-0.16886,8.487,10.498,6.426,6.586,0.88856,1.27426,9.75958,0.14098,0.07234
30681,2010,06099,0.000,0,0.09187,-0.21107,0.000,11.384,7.412,7.019,0.81463,1.43966,9.79377,0.08919,0.09999
30681,2010,06099,0.000,1,0.09187,-0.21107,7.988,11.384,7.412,7.019,0.81463,1.43966,9.79377,0.08919,0.09999
30681,2011,06099,0.000,0,0.25626,0.09187,0.000,11.390,6.911,5.411,0.69227,1.48530,9.88160,0.11105,0.08303
30681,2011,06099,0.000,1,0.25626,0.09187,0.000,11.390,6.911,5.411,0.69227,1.48530,9.88160,0.11105,0.08303
38659,2006,06819,0.000,0,-0.28512,-0.03227,0.000,11.605,7.001,0.000,1.00000,3.38582,6.82833,0.00000,0.14733
38659,2006,06819,5.984,1,-0.19272,-0.03227,6.358,11.605,7.001,0.000,1.00000,3.38582,6.82833,0.00000,0.14733
38659,2007,06819,0.000,0,0.41134,-0.28512,0.000,11.375,6.914,5.339,0.94216,2.92889,6.66699,0.00000,0.14246
38659,2007,06819,6.379,1,0.32027,-0.19272,5.984,11.375,6.914,5.339,0.94216,2.92889,6.66699,0.00000,0.14246
38659,2008,06819,0.000,0,-0.23915,0.41134,0.000,11.493,6.966,4.606,0.96175,2.96595,6.80131,0.00000,0.18945
38659,2008,06819,5.896,1,-0.22632,0.32027,6.379,11.493,6.966,4.606,0.96175,2.96595,6.80131,0.00000,0.18945
38659,2009,06819,0.000,0,-0.04089,-0.23915,0.000,10.794,6.212,3.662,0.95496,1.67712,6.63870,0.00000,0.13433
38659,2009,06819,6.111,1,-0.09159,-0.22632,5.896,10.794,6.212,3.662,0.95496,1.67712,6.63870,0.00000,0.13433
38659,2010,06819,0.000,0,0.28258,-0.04089,0.000,11.342,6.795,4.502,0.94007,3.10724,6.71369,0.00000,0.14501
38659,2010,06819,6.618,1,0.20076,-0.09159,6.111,11.342,6.795,4.502,0.94007,3.10724,6.71369,0.00000,0.14501
38659,2011,06819,0.000,0,0.46722,0.28258,0.000,11.806,7.254,4.491,0.93422,4.30373,6.91144,0.00000,0.15577
38659,2011,06819,7.176,1,0.47256,0.20076,6.618,11.806,7.254,4.491,0.93422,4.30373,6.91144,0.00000,0.15577
39220,2006,07304,3.353,0,-0.32822,-0.21634,0.000,9.124,4.529,0.000,1.00000,0.97244,6.48317,0.39104,-0.00341
39220,2006,07304,0.000,1,-0.46853,-0.04857,0.000,9.124,4.529,0.000,1.00000,0.97244,6.48317,0.39104,-0.00341
39220,2007,07304,3.367,0,-0.28106,0.26498,3.353,9.640,5.060,1.796,0.99230,1.13213,6.46317,0.32887,0.05159
39220,2007,07304,0.000,1,0.52222,-0.46853,0.000,9.640,5.060,1.796,0.99230,1.13213,6.46317,0.32887,0.05159
39220,2008,07304,3.288,0,-0.35507,-0.25346,3.367,9.045,4.461,1.302,0.99630,0.94240,6.52076,0.39953,-0.01218
39220,2008,07304,0.000,1,-0.26783,0.52222,0.000,9.045,4.461,1.302,0.99630,0.94240,6.52076,0.39953,-0.01218
39220,2009,07304,4.067,0,1.42700,-0.35507,3.288,8.190,3.616,0.538,0.99445,0.82728,6.35615,0.40814,0.06626
39220,2009,07304,0.000,1,0.17719,-0.26783,0.000,8.190,3.616,0.538,0.99445,0.82728,6.35615,0.40814,0.06626
39220,2010,07304,3.695,0,-0.30975,1.42700,4.067,8.872,4.288,0.944,0.99303,0.99327,6.18509,0.15878,0.17790
39220,2010,07304,0.000,1,-0.12600,0.17719,0.000,8.872,4.288,0.944,0.99303,0.99327,6.18509,0.15878,0.17790
39220,2011,07304,3.949,0,0.22910,-0.30975,3.695,9.363,4.773,1.058,0.99308,1.20406,6.20213,0.11055,0.05796
39220,2011,07304,0.000,1,0.44555,-0.12600,0.000,9.363,4.773,1.058,0.99308,1.20406,6.20213,0.11055,0.05796
39538,2006,18517,7.493,0,-0.00166,0.08773,0.000,4.383,0.583,0.000,1.00000,1.92535,8.38328,0.08826,0.09811
39538,2006,18517,7.271,1,-0.00166,0.08773,7.491,4.383,0.583,0.000,1.00000,1.92535,8.38328,0.08826,0.09811
39538,2007,18517,7.766,0,0.09443,-0.00166,7.493,10.861,6.819,5.846,0.81339,2.26622,8.50853,0.06233,0.20034
39538,2007,18517,7.180,1,0.09443,-0.00166,7.271,10.861,6.819,5.846,0.81339,2.26622,8.50853,0.06233,0.20034
39538,2008,18517,8.504,0,-0.12993,0.09443,7.766,10.533,6.620,6.049,0.82444,1.95190,8.47772,0.10118,0.11310
39538,2008,18517,7.662,1,-0.12993,0.09443,7.180,10.533,6.620,6.049,0.82444,1.95190,8.47772,0.10118,0.11310
39538,2009,18517,7.514,0,-0.13140,-0.14965,8.504,9.872,6.087,6.048,0.79445,1.77408,8.45021,0.10851,0.09080
39538,2009,18517,7.620,1,-0.13140,-0.14965,7.662,9.872,6.087,6.048,0.79445,1.77408,8.45021,0.10851,0.09080
39538,2010,18517,7.514,0,0.16270,-0.07665,7.514,10.248,6.291,6.056,0.73143,1.98310,8.47252,0.07932,0.20215
39538,2010,18517,7.683,1,0.16270,-0.07665,7.620,10.248,6.291,6.056,0.73143,1.98310,8.47252,0.07932,0.20215
39538,2011,18517,8.537,0,0.27725,0.16270,7.514,10.696,6.544,6.223,0.61368,2.15344,8.59762,0.10286,0.11044
39538,2011,18517,7.939,1,0.27725,0.16270,7.683,10.696,6.544,6.223,0.61368,2.15344,8.59762,0.10286,0.11044
40694,2006,11889,0.000,0,0.22883,0.03099,0.000,7.847,3.280,0.000,1.00000,1.64736,6.98617,0.23140,0.04077
40694,2006,11889,6.623,1,0.30070,0.09164,6.234,7.847,3.280,0.000,1.00000,1.64736,6.98617,0.23140,0.04077
40694,2007,11889,0.000,0,0.04435,0.22883,0.000,10.318,5.938,4.069,0.68238,2.30568,7.14143,0.09475,0.17209
40694,2007,11889,6.264,1,-0.25764,0.30070,6.623,10.318,5.938,4.069,0.68238,2.30568,7.14143,0.09475,0.17209
40694,2008,11889,0.000,0,-0.51750,0.04435,0.000,10.123,5.793,4.310,0.76928,1.78400,7.32380,0.15155,0.08046
40694,2008,11889,6.057,1,-0.60792,-0.25764,6.264,10.123,5.793,4.310,0.76928,1.78400,7.32380,0.15155,0.08046
40694,2009,11889,0.000,0,0.00934,-0.51750,0.000,9.355,4.997,4.355,0.80116,1.08909,7.36109,0.31634,0.07082
40694,2009,11889,6.387,1,0.48772,-0.60792,6.057,9.355,4.997,4.355,0.80116,1.08909,7.36109,0.31634,0.07082
40694,2010,11889,0.000,0,0.30428,0.00934,0.000,9.451,5.080,4.336,0.85173,1.16174,7.33482,0.30281,0.03062
40694,2010,11889,6.522,1,0.16698,0.48772,6.387,9.451,5.080,4.336,0.85173,1.16174,7.33482,0.30281,0.03062
40694,2011,11889,0.000,0,-0.32891,0.30428,0.000,9.644,5.270,4.383,0.85485,1.30471,7.34731,0.32243,0.00604
40694,2011,11889,6.386,1,-0.21454,0.16698,6.522,9.644,5.270,4.383,0.85485,1.30471,7.34731,0.32243,0.00604
44943,2006,18346,0.000,0,0.33379,0.64020,8.468,7.977,3.405,0.000,1.00000,2.93008,5.67166,0.01679,0.30128
44943,2006,18346,7.454,1,0.54241,0.48516,6.777,7.977,3.405,0.000,1.00000,2.93008,5.67166,0.01679,0.30128
44943,2007,18346,0.000,0,0.05785,0.33379,0.000,9.830,5.315,3.569,0.30191,2.00770,6.43477,0.19337,0.24897
44943,2007,18346,7.419,1,-0.01117,0.54241,7.454,9.830,5.315,3.569,0.30191,2.00770,6.43477,0.19337,0.24897
44943,2008,18346,0.000,0,-0.04987,0.05785,0.000,9.901,5.438,4.009,0.19112,2.18689,6.56155,0.15448,0.14590
44943,2008,18346,7.405,1,0.10860,-0.01117,7.419,9.901,5.438,4.009,0.19112,2.18689,6.56155,0.15448,0.14590
44943,2009,18346,0.000,0,-0.29698,-0.04987,0.000,8.627,4.146,3.533,0.62883,0.86404,6.79698,0.53110,0.08094
44943,2009,18346,7.748,1,-0.46329,0.10860,7.405,8.627,4.146,3.533,0.62883,0.86404,6.79698,0.53110,0.08094
44943,2010,18346,0.000,0,-0.04582,-0.29698,0.000,10.294,5.769,4.457,0.76440,1.44219,6.93040,0.28942,0.07328
44943,2010,18346,7.946,1,0.28056,-0.46329,7.748,10.294,5.769,4.457,0.76440,1.44219,6.93040,0.28942,0.07328
44943,2011,18346,0.000,0,0.32886,-0.04582,0.000,10.639,6.115,4.753,0.69056,1.78437,6.74235,0.08853,0.11548
44943,2011,18346,8.403,1,0.47393,0.28056,7.946,10.639,6.115,4.753,0.69056,1.78437,6.74235,0.08853,0.11548
47379,2007,15003,7.054,0,-0.03769,-0.09194,6.874,8.433,4.118,2.911,0.71366,1.20056,7.29331,0.03907,0.08856
47379,2007,15003,0.000,1,-0.12612,-0.14947,0.000,8.433,4.118,2.911,0.71366,1.20056,7.29331,0.03907,0.08856
47379,2008,15003,6.957,0,-0.31815,-0.03769,7.054,8.064,3.613,2.632,0.68854,0.91482,7.36201,0.06814,0.04991
47379,2008,15003,0.000,1,-0.28060,-0.12612,0.000,8.064,3.613,2.632,0.68854,0.91482,7.36201,0.06814,0.04991
47379,2009,15003,0.000,0,-0.36728,-0.28060,6.957,7.922,3.514,2.655,0.70006,0.86235,7.28500,0.09170,0.06455
47379,2009,15003,0.000,1,-0.36728,-0.28060,0.000,7.922,3.514,2.655,0.70006,0.86235,7.28500,0.09170,0.06455
47379,2010,15003,7.002,0,0.57097,-0.08739,0.000,7.713,3.223,1.962,0.72245,0.88565,7.17219,0.11892,-0.01180
47379,2010,15003,0.000,1,0.25393,-0.36728,0.000,7.713,3.223,1.962,0.72245,0.88565,7.17219,0.11892,-0.01180
47379,2011,15003,6.916,0,0.05486,0.25393,7.002,8.697,4.174,2.347,0.75101,1.04835,7.22213,0.05493,0.03211
47379,2011,15003,0.000,1,0.05486,0.25393,0.000,8.697,4.174,2.347,0.75101,1.04835,7.22213,0.05493,0.03211
48531,2007,06561,0.000,0,0.00681,0.26150,0.000,8.810,4.288,2.649,0.00000,2.03045,5.95701,0.06389,0.10593
48531,2007,06561,6.099,1,-0.14414,0.34744,6.321,8.810,4.288,2.649,0.00000,2.03045,5.95701,0.06389,0.10593
48531,2008,06561,5.707,0,-0.29065,0.00681,0.000,9.755,5.217,3.427,0.51330,1.94506,6.02587,0.06224,0.13581
48531,2008,06561,5.937,1,-0.29065,0.00681,6.099,9.755,5.217,3.427,0.51330,1.94506,6.02587,0.06224,0.13581
48531,2009,06561,6.737,0,0.28296,-0.19395,5.707,9.939,5.419,3.910,0.50382,2.04609,6.14664,0.10275,0.13295
48531,2009,06561,6.281,1,0.28296,-0.19395,5.937,9.939,5.419,3.910,0.50382,2.04609,6.14664,0.10275,0.13295
48531,2010,06561,7.091,0,-0.00987,0.28296,6.737,9.568,5.141,4.145,0.23516,2.06166,6.28654,0.10220,0.14862
48531,2010,06561,5.401,1,-0.00987,0.28296,6.281,9.568,5.141,4.145,0.23516,2.06166,6.28654,0.10220,0.14862
48531,2011,06561,6.165,0,-0.16261,-0.00987,7.091,9.041,4.603,3.878,1.00000,1.49396,7.28849,0.13056,0.08287
48531,2011,06561,5.607,1,-0.16261,-0.00987,5.401,9.041,4.603,3.878,1.00000,1.49396,7.28849,0.13056,0.08287
48725,2007,20835,8.007,0,0.08784,0.43212,8.977,10.525,6.391,5.655,0.66323,1.26152,10.50551,0.14719,0.08085
48725,2007,20835,8.379,1,0.08784,0.43212,8.678,10.525,6.391,5.655,0.66323,1.26152,10.50551,0.14719,0.08085
48725,2008,20835,8.230,0,0.18475,0.08784,8.007,11.066,6.873,5.756,0.61986,1.45186,10.54624,0.13912,0.08974
48725,2008,20835,8.578,1,0.18475,0.08784,8.379,11.066,6.873,5.756,0.61986,1.45186,10.54624,0.13912,0.08974
48725,2009,20835,8.230,0,-0.40772,0.21691,8.230,10.710,6.589,6.431,0.60525,1.21669,10.58969,0.18471,0.10701
48725,2009,20835,8.544,1,-0.40772,0.21691,8.578,10.710,6.589,6.431,0.60525,1.21669,10.58969,0.18471,0.10701
48725,2010,20835,8.343,0,0.78809,-0.40772,8.230,11.226,7.054,6.533,0.64191,1.36150,10.65516,0.17055,0.08142
48725,2010,20835,8.184,1,0.78809,-0.40772,8.544,11.226,7.054,6.533,0.64191,1.36150,10.65516,0.17055,0.08142
48725,2011,20835,8.477,0,0.41199,0.78809,8.343,11.749,7.487,6.465,0.70425,1.64485,10.67102,0.13040,0.09679
48725,2011,20835,8.309,1,0.41199,0.78809,8.184,11.749,7.487,6.465,0.70425,1.64485,10.67102,0.13040,0.09679
50972,2006,05055,6.744,0,-0.27988,-0.02492,7.555,8.624,4.037,0.000,0.21986,1.15357,7.58901,0.21297,0.04297
50972,2006,05055,0.000,1,-0.49274,0.11464,6.260,8.624,4.037,0.000,0.21986,1.15357,7.58901,0.21297,0.04297
50972,2007,05055,0.000,0,-0.26364,-0.49274,6.744,8.525,4.256,4.090,0.44309,0.98359,7.82653,0.37187,0.08103
50972,2007,05055,6.832,1,-0.20439,-0.27988,0.000,8.525,4.256,4.090,0.44309,0.98359,7.82653,0.37187,0.08103
50972,2008,05055,7.448,0,-0.54318,-0.20439,0.000,8.358,3.837,2.769,0.65777,0.82497,7.81281,0.44030,0.05222
50972,2008,05055,1.789,1,-0.54318,-0.20439,6.832,8.358,3.837,2.769,0.65777,0.82497,7.81281,0.44030,0.05222
50972,2009,05055,0.000,0,-0.63772,-0.56370,7.448,5.842,1.490,0.027,0.49353,0.91357,7.19688,0.60303,0.03794
50972,2009,05055,1.955,1,-0.90008,-0.54318,1.789,5.842,1.490,0.027,0.49353,0.91357,7.19688,0.60303,0.03794
50972,2010,05055,6.348,0,3.16172,-0.90008,0.000,7.814,3.316,2.267,0.56901,0.98904,7.12048,0.58234,0.02532
50972,2010,05055,4.332,1,3.16172,-0.90008,1.955,7.814,3.316,2.267,0.56901,0.98904,7.12048,0.58234,0.02532
50972,2011,05055,0.000,0,-0.73644,1.21382,6.348,7.498,2.987,1.703,0.42950,0.97395,7.07409,0.57720,0.06934
50972,2011,05055,5.401,1,-0.38604,3.16172,4.332,7.498,2.987,1.703,0.42950,0.97395,7.07409,0.57720,0.06934
51625,2006,25367,6.680,0,0.01487,0.09020,6.680,7.795,3.230,0.000,0.27769,1.11001,8.92874,0.14415,0.03813
51625,2006,25367,6.809,1,0.01487,0.09020,7.272,7.795,3.230,0.000,0.27769,1.11001,8.92874,0.14415,0.03813
51625,2007,25367,7.037,0,0.40683,0.01487,6.680,9.231,4.945,3.357,0.61706,1.14500,9.18301,0.17584,0.04297
51625,2007,25367,7.424,1,0.40683,0.01487,6.809,9.231,4.945,3.357,0.61706,1.14500,9.18301,0.17584,0.04297
51625,2008,25367,6.866,0,-0.23262,0.53972,7.037,9.774,5.485,3.856,0.53767,1.24642,9.09753,0.16926,0.03661
51625,2008,25367,6.825,1,-0.23262,0.53972,7.424,9.774,5.485,3.856,0.53767,1.24642,9.09753,0.16926,0.03661
51625,2009,25367,6.726,0,-0.69207,-0.11547,6.866,8.475,4.177,3.966,0.61354,0.99343,9.00109,0.23215,0.03920
51625,2009,25367,7.096,1,-0.69207,-0.11547,6.825,8.475,4.177,3.966,0.61354,0.99343,9.00109,0.23215,0.03920
51625,2010,25367,6.900,0,1.37491,-0.69207,6.726,9.620,5.296,4.695,0.49773,1.06722,9.09291,0.20116,0.04587
51625,2010,25367,7.161,1,1.37491,-0.69207,7.096,9.620,5.296,4.695,0.49773,1.06722,9.09291,0.20116,0.04587
51625,2011,25367,7.057,0,0.34830,1.37491,6.900,9.692,5.388,4.873,0.59111,1.05539,9.12604,0.19284,0.03986
51625,2011,25367,7.438,1,0.34830,1.37491,7.161,9.692,5.388,4.873,0.59111,1.05539,9.12604,0.19284,0.03986
53110,2007,36440,3.977,0,-0.11438,0.40823,5.339,9.046,4.509,1.708,0.84968,3.29760,4.94437,0.04996,0.11483
53110,2007,36440,4.375,1,-0.11438,0.40823,4.336,9.046,4.509,1.708,0.84968,3.29760,4.94437,0.04996,0.11483
53110,2008,36440,4.448,0,0.85529,-0.11438,3.977,9.129,4.595,1.742,0.84330,4.72995,5.01927,0.02351,0.20286
53110,2008,36440,4.860,1,0.85529,-0.11438,4.375,9.129,4.595,1.742,0.84330,4.72995,5.01927,0.02351,0.20286
53110,2009,36440,4.763,0,-0.18411,0.85529,4.448,8.440,3.903,1.904,0.83302,2.63139,5.27994,0.04897,0.17999
53110,2009,36440,5.273,1,-0.18411,0.85529,4.860,8.440,3.903,1.904,0.83302,2.63139,5.27994,0.04897,0.17999
53110,2010,36440,5.253,0,-0.02976,-0.18411,4.763,8.670,4.124,2.165,0.83238,3.36506,5.25758,0.01245,0.18729
53110,2010,36440,5.382,1,-0.02976,-0.18411,5.273,8.670,4.124,2.165,0.83238,3.36506,5.25758,0.01245,0.18729
53110,2011,36440,5.345,0,-0.06188,-0.02976,5.253,8.839,4.305,2.506,0.80913,3.30256,5.37927,0.01806,0.09631
53110,2011,36440,5.514,1,-0.06188,-0.02976,5.382,8.839,4.305,2.506,0.80913,3.30256,5.37927,0.01806,0.09631
53575,2007,19036,0.000,0,0.98376,0.08825,0.000,8.411,4.221,3.233,0.84732,1.35654,4.79120,0.04382,0.08341
53575,2007,19036,0.000,1,0.98376,0.08825,0.000,8.411,4.221,3.233,0.84732,1.35654,4.79120,0.04382,0.08341
53575,2008,19036,7.086,0,-0.05908,0.94288,0.000,8.988,4.690,3.011,0.86847,1.55700,4.86782,0.01456,-0.01968
53575,2008,19036,0.000,1,-0.33572,0.98376,0.000,8.988,4.690,3.011,0.86847,1.55700,4.86782,0.01456,-0.01968
53575,2009,19036,0.000,0,-0.47073,-0.33572,7.086,8.005,3.552,2.357,0.97751,0.78955,4.97645,0.19110,0.11046
53575,2009,19036,0.000,1,-0.47073,-0.33572,0.000,8.005,3.552,2.357,0.97751,0.78955,4.97645,0.19110,0.11046
53575,2010,19036,7.223,0,0.59028,-0.63424,0.000,7.367,3.021,2.159,0.91645,0.99990,4.93748,0.14249,0.08004
53575,2010,19036,7.017,1,0.73640,-0.70486,0.000,7.367,3.021,2.159,0.91645,0.99990,4.93748,0.14249,0.08004
53575,2011,19036,0.000,0,1.65527,0.27709,7.223,9.153,4.720,3.163,0.91449,1.36102,4.98104,0.09765,0.09244
53575,2011,19036,0.000,1,1.65527,0.27709,7.017,9.153,4.720,3.163,0.91449,1.36102,4.98104,0.09765,0.09244
54148,2006,24550,0.000,0,-0.41901,0.66795,8.448,9.783,5.184,0.000,0.51168,1.31877,9.47648,0.25036,0.00180
54148,2006,24550,8.833,1,-0.19891,0.19104,9.004,9.783,5.184,0.000,0.51168,1.31877,9.47648,0.25036,0.00180
54148,2007,24550,8.149,0,-0.26821,-0.05257,0.000,10.880,6.598,5.994,0.47455,1.14257,9.48629,0.29089,-0.02050
54148,2007,24550,7.863,1,-0.69700,-0.19891,8.833,10.880,6.598,5.994,0.47455,1.14257,9.48629,0.29089,-0.02050
54148,2008,24550,7.508,0,-0.56157,-0.26821,8.149,9.483,5.277,5.517,0.51110,0.84252,9.23276,0.45596,0.09245
54148,2008,24550,7.428,1,0.01843,-0.69700,7.863,9.483,5.277,5.517,0.51110,0.84252,9.23276,0.45596,0.09245
54148,2009,24550,7.177,0,-0.33247,-0.56157,7.508,9.866,5.557,5.606,0.58093,0.99820,8.95020,0.44311,0.11935
54148,2009,24550,7.502,1,-0.12616,-0.15177,7.428,9.866,5.557,5.606,0.58093,0.99820,8.95020,0.44311,0.11935
54148,2010,24550,7.380,0,0.17461,-0.33247,7.177,9.960,5.620,5.521,0.67206,1.06093,9.21555,0.40342,0.09585
54148,2010,24550,7.873,1,0.17461,-0.33247,7.502,9.960,5.620,5.521,0.67206,1.06093,9.21555,0.40342,0.09585
54148,2011,24550,6.992,0,-0.36491,0.17461,7.380,9.702,5.369,5.331,0.71275,1.09581,8.94902,0.40206,0.05773
54148,2011,24550,6.821,1,-0.36491,0.17461,7.873,9.702,5.369,5.331,0.71275,1.09581,8.94902,0.40206,0.05773
56223,2006,14798,7.058,0,0.04182,0.03981,6.960,7.944,3.374,0.000,0.51616,1.23982,8.18841,0.18458,0.14896
56223,2006,14798,7.205,1,0.04182,0.03981,7.062,7.944,3.374,0.000,0.51616,1.23982,8.18841,0.18458,0.14896
56223,2007,14798,6.405,0,-0.30982,0.04182,7.058,8.731,4.419,3.887,0.46067,1.05141,8.14247,0.17852,0.05108
56223,2007,14798,7.247,1,-0.30982,0.04182,7.205,8.731,4.419,3.887,0.46067,1.05141,8.14247,0.17852,0.05108
56223,2008,14798,6.494,0,-0.36224,-0.25999,6.405,8.240,3.994,3.978,0.41539,0.87324,8.08033,0.25961,-0.00279
56223,2008,14798,5.901,1,-0.36224,-0.25999,7.247,8.240,3.994,3.978,0.41539,0.87324,8.08033,0.25961,-0.00279
56223,2009,14798,5.612,0,-0.85374,-0.49450,6.494,6.340,1.980,1.774,0.42360,0.53344,7.69152,0.43022,-0.04413
56223,2009,14798,5.716,1,-0.85374,-0.49450,5.901,6.340,1.980,1.774,0.42360,0.53344,7.69152,0.43022,-0.04413
56223,2010,14798,6.213,0,3.67915,-0.85374,5.612,8.828,4.326,3.595,0.40158,0.83713,7.71797,0.27198,0.02778
56223,2010,14798,6.791,1,3.67915,-0.85374,5.716,8.828,4.326,3.595,0.40158,0.83713,7.71797,0.27198,0.02778
56223,2011,14798,6.494,0,0.35202,3.67915,6.213,9.381,4.873,3.974,0.52259,1.01262,7.78805,0.29279,0.02127
56223,2011,14798,7.698,1,0.35202,3.67915,6.791,9.381,4.873,3.974,0.52259,1.01262,7.78805,0.29279,0.02127
59619,2006,05156,7.359,0,0.31097,-0.28060,6.835,8.721,4.131,0.000,0.46531,1.14816,7.24371,0.34488,0.07409
59619,2006,05156,0.000,1,0.00313,-0.10500,5.715,8.721,4.131,0.000,0.46531,1.14816,7.24371,0.34488,0.07409
59619,2007,05156,7.688,0,0.10025,0.31097,7.359,9.666,5.549,4.835,0.94509,1.30364,7.28281,0.28093,0.07096
59619,2007,05156,0.000,1,0.21424,0.00313,0.000,9.666,5.549,4.835,0.94509,1.30364,7.28281,0.28093,0.07096
59619,2008,05156,7.488,0,-0.17098,0.10025,7.688,9.804,5.602,4.531,0.97962,1.33542,7.35576,0.24277,0.07235
59619,2008,05156,0.000,1,0.19164,0.21424,0.000,9.804,5.602,4.531,0.97962,1.33542,7.35576,0.24277,0.07235
59619,2009,05156,7.677,0,0.09622,-0.17098,7.488,9.357,5.072,4.387,1.00000,1.21724,7.33069,0.25845,0.05560
59619,2009,05156,0.000,1,-0.19804,0.19164,0.000,9.357,5.072,4.387,1.00000,1.21724,7.33069,0.25845,0.05560
59619,2010,05156,8.049,0,0.39225,0.09622,7.677,9.203,4.833,3.684,1.00000,1.23498,7.37318,0.21775,0.09069
59619,2010,05156,0.000,1,0.16525,-0.19804,0.000,9.203,4.833,3.684,1.00000,1.23498,7.37318,0.21775,0.09069
59619,2011,05156,8.079,0,0.02999,0.39225,8.049,8.947,4.354,0.000,1.00000,1.52421,7.37793,0.14350,0.09784
59619,2011,05156,0.000,1,0.25701,0.16525,0.000,8.947,4.354,0.000,1.00000,1.52421,7.37793,0.14350,0.09784
60628,2006,00341,0.000,0,0.00110,0.01323,0.000,14.564,9.959,0.000,1.00000,1.96584,10.02972,0.05475,0.18016
60628,2006,00341,9.168,1,0.38286,-0.03499,9.076,14.564,9.959,0.000,1.00000,1.96584,10.02972,0.05475,0.18016
60628,2007,00341,0.000,0,-0.21517,0.00110,0.000,14.677,10.122,6.106,0.97268,1.90419,10.08585,0.05790,0.15703
60628,2007,00341,9.041,1,0.00738,0.19146,9.168,14.677,10.122,6.106,0.97268,1.90419,10.08585,0.05790,0.15703
60628,2008,00341,0.000,0,-0.29383,-0.21517,0.000,14.469,9.919,6.714,0.97631,1.54529,10.15167,0.05069,0.14517
60628,2008,00341,8.793,1,-0.31188,-0.09612,9.041,14.469,9.919,6.714,0.97631,1.54529,10.15167,0.05069,0.14517
60628,2009,00341,0.000,0,0.29482,-0.29383,0.000,13.930,9.370,6.937,0.97748,1.15084,10.09597,0.09258,0.10740
60628,2009,00341,8.806,1,-0.30161,-0.31188,8.793,13.930,9.370,6.937,0.97748,1.15084,10.09597,0.09258,0.10740
60628,2010,00341,0.000,0,0.11103,0.29482,0.000,14.364,9.802,7.076,0.97466,1.49790,10.12274,0.05174,0.12943
60628,2010,00341,8.817,1,0.25576,-0.30161,8.806,14.364,9.802,7.076,0.97466,1.49790,10.12274,0.05174,0.12943
60628,2011,00341,0.000,0,-0.10378,0.11103,0.000,14.475,9.908,7.108,0.97518,1.52826,10.21779,0.04026,0.16228
60628,2011,00341,8.899,1,0.34956,0.25576,8.817,14.475,9.908,7.108,0.97518,1.52826,10.21779,0.04026,0.16228
63830,2006,04714,0.000,0,0.37247,0.52938,0.000,9.428,4.831,0.000,1.00000,2.56920,8.23010,0.07020,0.06367
63830,2006,04714,8.733,1,0.41280,0.52158,8.735,9.428,4.831,0.000,1.00000,2.56920,8.23010,0.07020,0.06367
63830,2007,04714,0.000,0,1.10640,0.37247,0.000,11.469,7.091,4.833,0.41269,3.17552,8.56783,0.05228,0.23073
63830,2007,04714,9.084,1,0.86994,0.41280,8.733,11.469,7.091,4.833,0.41269,3.17552,8.56783,0.05228,0.23073
63830,2008,04714,0.000,0,-0.57769,1.10640,0.000,11.244,6.910,5.890,0.50525,2.67716,8.70800,0.02192,0.17375
63830,2008,04714,8.772,1,-0.58375,0.86994,9.084,11.244,6.910,5.890,0.50525,2.67716,8.70800,0.02192,0.17375
63830,2009,04714,0.000,0,0.46617,-0.57769,0.000,10.577,6.315,6.128,0.54379,1.52349,8.81320,0.02988,0.18233
63830,2009,04714,9.032,1,0.64592,-0.58375,8.772,10.577,6.315,6.128,0.54379,1.52349,8.81320,0.02988,0.18233
63830,2010,04714,0.000,0,0.42511,0.46617,0.000,11.505,7.136,6.346,0.56899,2.57808,8.94399,0.01266,0.13536
63830,2010,04714,9.309,1,0.32746,0.64592,9.032,11.505,7.136,6.346,0.56899,2.57808,8.94399,0.01266,0.13536
63830,2011,04714,0.000,0,0.19210,0.42511,0.000,11.469,7.103,6.402,0.53180,2.56210,9.10018,0.01031,0.13550
