permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
76139,2007,07096,20070731,7,10,0.04018,0.29472,0.00000,0,0.12742,0.48896,6.286,9.076,4.735,2.807,0.91249,1.92959,6.61405,0.10045,0.14991
76139,2007,07096,20070731,7,10,0.04018,0.29472,0.00000,1,0.12742,0.48896,0.000,9.076,4.735,2.807,0.91249,1.92959,6.61405,0.10045,0.14991
76139,2008,07096,20080731,7,10,0.02391,0.25007,0.00000,0,0.14788,0.12742,0.000,9.208,4.840,1.662,0.93539,2.27810,6.67117,0.08004,0.13486
76139,2008,07096,20080731,7,10,0.02391,0.25007,0.00000,1,0.14788,0.12742,0.000,9.208,4.840,1.662,0.93539,2.27810,6.67117,0.08004,0.13486
76139,2009,07096,20090731,7,10,0.03527,0.29054,0.00000,0,-0.46376,0.14788,5.723,8.786,4.433,1.645,0.94911,1.77086,6.76410,0.09382,0.13804
76139,2009,07096,20090731,7,10,0.03527,0.29054,0.00000,1,-0.46376,0.14788,0.000,8.786,4.433,1.645,0.94911,1.77086,6.76410,0.09382,0.13804
76139,2010,07096,20100731,7,10,0.03237,0.39227,0.00000,0,0.07727,-0.46376,0.000,8.499,4.182,2.018,0.98190,1.39326,6.83570,0.09287,0.11880
76139,2010,07096,20100731,7,10,0.03237,0.39227,0.00000,1,0.07727,-0.46376,0.000,8.499,4.182,2.018,0.98190,1.39326,6.83570,0.09287,0.11880
76139,2011,07096,20110731,7,10,0.01961,0.40643,0.00000,0,0.18023,0.07727,6.462,8.154,3.769,1.265,0.80478,1.40378,6.96935,0.08416,-0.00052
76139,2011,07096,20110731,7,10,0.01961,0.40643,0.00000,1,0.18023,0.07727,0.000,8.154,3.769,1.265,0.80478,1.40378,6.96935,0.08416,-0.00052
76149,2007,00826,20070228,2,10,0.04018,0.24072,0.00425,0,0.08136,0.10555,6.303,11.805,7.613,6.866,0.71513,1.58640,9.69737,0.22730,0.13803
76149,2007,00826,20070228,2,10,0.04018,0.24072,0.00425,1,0.35415,0.27252,9.030,11.805,7.613,6.866,0.71513,1.58640,9.69737,0.22730,0.13803
76149,2008,00826,20080731,7,10,0.02391,0.19191,0.00681,0,-0.18518,0.08136,0.000,11.333,7.323,6.767,0.63098,1.47329,9.77860,0.21746,0.13460
76149,2008,00826,20080229,2,10,0.02391,0.19191,0.00681,1,-0.20074,0.35415,9.319,11.333,7.323,6.767,0.63098,1.47329,9.77860,0.21746,0.13460
76149,2009,00826,20090731,7,10,0.03527,0.21396,0.00913,0,-0.32226,-0.22882,0.000,10.691,6.693,6.510,0.58218,1.19496,9.76914,0.26323,0.12752
76149,2009,00826,20090228,2,10,0.03527,0.21396,0.00913,1,-0.32226,-0.22882,8.842,10.691,6.693,6.510,0.58218,1.19496,9.76914,0.26323,0.12752
76149,2010,00826,20100331,3,10,0.03237,0.22130,0.01294,0,0.22620,-0.32226,6.200,10.653,6.661,6.476,0.61929,1.22191,9.61344,0.26809,0.14582
76149,2010,00826,20100331,3,10,0.03237,0.22130,0.01294,1,0.22620,-0.32226,8.549,10.653,6.661,6.476,0.61929,1.22191,9.61344,0.26809,0.14582
76149,2011,00826,20110331,3,10,0.01961,0.25818,0.01711,0,-0.02040,0.08106,5.916,10.753,6.670,6.599,0.51180,1.21673,9.62570,0.26240,0.12361
76149,2011,00826,20110331,3,10,0.01961,0.25818,0.01711,1,-0.05592,0.22620,8.884,10.753,6.670,6.599,0.51180,1.21673,9.62570,0.26240,0.12361
76392,2007,34523,20070731,7,10,0.04018,0.47019,0.00000,0,-0.26694,-0.19498,0.000,9.887,5.381,3.794,0.96960,2.56960,5.21313,0.00000,0.11776
76392,2007,34523,20070531,5,10,0.04018,0.47019,0.00000,1,-0.17298,-0.14585,4.629,9.887,5.381,3.794,0.96960,2.56960,5.21313,0.00000,0.11776
76392,2008,34523,20080731,7,10,0.02391,0.35485,0.00000,0,0.75824,-0.26694,0.000,9.726,5.271,3.907,0.94704,2.08109,5.30539,0.00000,0.17583
76392,2008,34523,20080630,6,10,0.02391,0.35485,0.00000,1,0.34725,-0.04815,5.921,9.726,5.271,3.907,0.94704,2.08109,5.30539,0.00000,0.17583
76392,2009,34523,20090731,7,10,0.03527,0.39885,0.00000,0,-0.10341,0.75824,0.000,10.076,5.611,4.095,0.93566,2.33492,5.45008,0.00000,0.13954
76392,2009,34523,20090531,5,10,0.03527,0.39885,0.00000,1,-0.08275,0.41204,5.854,10.076,5.611,4.095,0.93566,2.33492,5.45008,0.00000,0.13954
76392,2010,34523,20100731,7,10,0.03237,0.46014,0.00000,0,-0.07835,-0.10341,0.000,10.053,5.590,4.032,0.93413,2.19108,5.60769,0.01177,0.12974
76392,2010,34523,20100930,9,10,0.03237,0.46014,0.00000,1,-0.07835,-0.10341,5.085,10.053,5.590,4.032,0.93413,2.19108,5.60769,0.01177,0.12974
76392,2011,34523,20110731,7,10,0.01961,0.45735,0.00000,0,0.15488,-0.07835,0.000,9.818,5.381,3.934,0.95236,1.57895,5.91480,0.13977,0.12802
76392,2011,34523,20110731,7,10,0.01961,0.45735,0.00000,1,0.14996,-0.12888,0.000,9.818,5.381,3.934,0.95236,1.57895,5.91480,0.13977,0.12802
76750,2007,36591,20071031,10,10,0.03450,0.22211,0.00381,0,-0.14089,0.20885,0.000,9.998,5.572,2.732,1.00000,1.81365,5.83195,0.08739,0.12742
76750,2007,36591,20071031,10,10,0.03450,0.22211,0.00381,1,-0.14089,0.20885,0.000,9.998,5.572,2.732,1.00000,1.81365,5.83195,0.08739,0.12742
76750,2008,36591,20081031,10,10,0.02781,0.24927,0.00825,0,-0.07612,-0.14089,0.000,9.603,5.346,4.286,0.81481,1.36589,5.91747,0.24542,0.10868
76750,2008,36591,20081031,10,10,0.02781,0.24927,0.00825,1,-0.07612,-0.14089,7.691,9.603,5.346,4.286,0.81481,1.36589,5.91747,0.24542,0.10868
76750,2009,36591,20091031,10,10,0.03662,0.32982,0.00982,0,0.43173,-0.07612,0.000,9.752,5.487,4.316,0.81441,1.89304,5.93424,0.13852,0.13114
76750,2009,36591,20091031,10,10,0.03662,0.32982,0.00982,1,0.43173,-0.07612,0.000,9.752,5.487,4.316,0.81441,1.89304,5.93424,0.13852,0.13114
76750,2010,36591,20101031,10,10,0.03353,0.34843,0.00987,0,0.53560,0.43173,0.000,9.945,5.596,3.949,0.88500,2.08364,6.09840,0.10737,0.22967
76750,2010,36591,20101031,10,10,0.03353,0.34843,0.00987,1,0.44566,0.40362,0.000,9.945,5.596,3.949,0.88500,2.08364,6.09840,0.10737,0.22967
76750,2011,36591,20111031,10,10,0.02147,0.30821,0.00871,0,0.16298,0.53560,0.000,10.251,5.943,3.990,0.87779,2.60323,6.11554,0.04678,0.13897
76750,2011,36591,20110131,1,10,0.02147,0.30821,0.00871,1,0.16298,0.53560,7.351,10.251,5.943,3.990,0.87779,2.60323,6.11554,0.04678,0.13897
77338,2007,14340,20070228,2,10,0.04018,0.15275,0.00545,0,0.12281,0.34439,8.447,10.797,6.487,3.521,0.69225,1.97590,8.00515,0.17349,0.10409
77338,2007,14340,20070228,2,10,0.04018,0.15275,0.00545,1,0.12281,0.34439,7.324,10.797,6.487,3.521,0.69225,1.97590,8.00515,0.17349,0.10409
77338,2008,14340,20080229,2,10,0.02391,0.16068,0.00473,0,0.02049,0.12281,8.656,11.413,7.024,4.002,0.58891,2.08945,8.14734,0.14672,0.11478
77338,2008,14340,20080229,2,10,0.02391,0.16068,0.00473,1,0.02049,0.12281,7.643,11.413,7.024,4.002,0.58891,2.08945,8.14734,0.14672,0.11478
77338,2009,14340,20090228,2,10,0.03527,0.21287,0.00516,0,-0.22565,-0.00832,10.098,10.956,6.723,5.887,0.50829,1.47615,8.28716,0.21620,0.12581
77338,2009,14340,20090228,2,10,0.03527,0.21287,0.00516,1,-0.22565,-0.00832,8.968,10.956,6.723,5.887,0.50829,1.47615,8.28716,0.21620,0.12581
77338,2010,14340,20100731,7,10,0.03237,0.20639,0.00570,0,0.30226,-0.22565,0.000,11.169,6.904,5.711,0.79424,1.57334,8.37303,0.16945,0.09253
77338,2010,14340,20100731,7,10,0.03237,0.20639,0.00570,1,0.30226,-0.22565,0.000,11.169,6.904,5.711,0.79424,1.57334,8.37303,0.16945,0.09253
77338,2011,14340,20110731,7,10,0.01961,0.23350,0.00597,0,0.54666,0.21179,0.000,11.740,7.386,5.485,0.85095,1.89095,8.53120,0.13989,0.11543
77338,2011,14340,20110731,7,10,0.01961,0.23350,0.00597,1,0.30299,0.30226,0.000,11.740,7.386,5.485,0.85095,1.89095,8.53120,0.13989,0.11543
77354,2007,00837,20071231,12,10,0.03807,0.22192,0.00000,0,-0.06897,0.19884,0.000,12.389,7.886,5.854,0.95004,1.12760,7.53834,0.14400,0.10384
77354,2007,00837,20070930,9,10,0.03807,0.22192,0.00000,1,0.06733,-0.19614,8.434,12.389,7.886,5.854,0.95004,1.12760,7.53834,0.14400,0.10384
77354,2008,00837,20081231,12,10,0.03237,0.24996,0.00000,0,-0.61822,-0.06897,0.000,12.352,7.842,6.036,0.94201,1.17702,7.47455,0.19837,0.16435
77354,2008,00837,20080930,9,10,0.03237,0.24996,0.00000,1,-0.28155,0.06733,8.265,12.352,7.842,6.036,0.94201,1.17702,7.47455,0.19837,0.16435
77354,2009,00837,20091231,12,10,0.03363,0.43026,0.00509,0,1.18698,-0.61822,0.000,11.699,7.172,5.781,0.92045,0.95547,7.38387,0.23524,0.10706
77354,2009,00837,20090930,9,10,0.03363,0.43026,0.00509,1,-0.13385,-0.22103,7.897,11.699,7.172,5.781,0.92045,0.95547,7.38387,0.23524,0.10706
77354,2010,00837,20101231,12,10,0.03121,0.44192,0.00889,0,-0.01289,1.18698,0.000,12.804,8.236,5.967,0.95743,1.07351,7.37863,0.17968,0.17143
77354,2010,00837,20100731,7,10,0.03121,0.44192,0.00889,1,-0.04158,-0.07412,7.808,12.804,8.236,5.967,0.95743,1.07351,7.37863,0.17968,0.17143
77354,2011,00837,20111231,12,10,0.01784,0.43637,0.01312,0,0.01271,-0.01289,0.000,11.845,7.337,6.023,0.90161,1.06974,7.30519,0.16276,0.14271
77354,2011,00837,20110831,8,10,0.01784,0.43637,0.01312,1,0.01271,-0.01289,7.936,11.845,7.337,6.023,0.90161,1.06974,7.30519,0.16276,0.14271
77413,2007,31903,20070731,7,10,0.04018,0.84785,0.00000,0,0.00615,-0.72010,0.000,7.943,3.448,2.510,0.00000,2.49382,4.15236,0.00000,0.02890
77413,2007,31903,20070630,6,10,0.04018,0.84785,0.00000,1,0.00615,-0.72010,7.654,7.943,3.448,2.510,0.00000,2.49382,4.15236,0.00000,0.02890
77413,2008,31903,20080731,7,10,0.02391,0.83634,0.00000,0,-0.32357,0.00615,0.000,7.421,2.984,2.426,0.10448,1.81407,4.08865,0.00000,-0.11203
77413,2008,31903,20080731,7,10,0.02391,0.83634,0.00000,1,-0.33399,-0.27323,0.000,7.421,2.984,2.426,0.10448,1.81407,4.08865,0.00000,-0.11203
77413,2009,31903,20090731,7,10,0.03527,0.50410,0.00000,0,1.22275,-0.32357,0.000,5.753,1.824,2.476,0.16350,0.87091,3.96850,0.00000,-0.08430
77413,2009,31903,20090331,3,10,0.03527,0.50410,0.00000,1,-0.36438,-0.33399,6.130,5.753,1.824,2.476,0.16350,0.87091,3.96850,0.00000,-0.08430
77413,2010,31903,20100731,7,10,0.03237,0.66572,0.00000,0,-0.01801,1.22275,0.000,7.801,3.428,3.021,0.22034,1.78662,4.21804,0.00000,-0.00871
77413,2010,31903,20100331,3,10,0.03237,0.66572,0.00000,1,1.88223,-0.36438,5.327,7.801,3.428,3.021,0.22034,1.78662,4.21804,0.00000,-0.00871
77413,2011,31903,20110731,7,10,0.01961,0.74489,0.00000,0,0.67576,0.44617,0.000,8.692,4.241,3.381,0.39724,2.21155,4.59317,0.01156,0.30882
77413,2011,31903,20110331,3,10,0.01961,0.74489,0.00000,1,0.67576,0.44617,6.695,8.692,4.241,3.381,0.39724,2.21155,4.59317,0.01156,0.30882
77520,2007,27857,20070731,7,10,0.04018,0.28120,0.00000,0,0.76943,-0.03361,0.000,7.324,3.087,2.246,0.32432,1.32263,8.32252,0.14425,0.11452
77520,2007,27857,20070430,4,10,0.04018,0.28120,0.00000,1,0.59714,0.06147,6.297,7.324,3.087,2.246,0.32432,1.32263,8.32252,0.14425,0.11452
77520,2008,27857,20080229,2,10,0.02391,0.29800,0.00000,0,-0.65977,1.10718,6.523,8.797,4.442,2.726,0.08810,1.87406,8.47399,0.07766,0.12257
77520,2008,27857,20080731,7,10,0.02391,0.29800,0.00000,1,0.70225,0.80053,0.000,8.797,4.442,2.726,0.08810,1.87406,8.47399,0.07766,0.12257
77520,2009,27857,20091231,12,10,0.03527,0.41689,0.00000,0,-0.65280,0.70225,7.601,8.636,4.048,0.000,0.46436,1.04230,8.50831,0.13208,0.06084
77520,2009,27857,20090131,1,10,0.03527,0.41689,0.00000,1,-0.47969,0.51626,6.547,8.636,4.048,0.000,0.46436,1.04230,8.50831,0.13208,0.06084
77520,2010,27857,20100131,1,10,0.03237,0.45676,0.00000,0,0.44600,-0.65280,6.763,9.465,5.008,3.831,0.44511,1.11789,8.52975,0.11582,0.07098
77520,2010,27857,20100731,7,10,0.03237,0.45676,0.00000,1,0.10081,-0.47969,0.000,9.465,5.008,3.831,0.44511,1.11789,8.52975,0.11582,0.07098
77520,2011,27857,20110131,1,10,0.01961,0.47828,0.00000,0,0.63528,0.44600,6.692,9.988,5.387,0.000,0.77670,1.37894,8.60115,0.09577,0.08666
77520,2011,27857,20110731,7,10,0.01961,0.47828,0.00000,1,0.36100,0.10081,0.000,9.988,5.387,0.000,0.77670,1.37894,8.60115,0.09577,0.08666
78981,2007,10308,20070731,7,10,0.04018,0.27566,0.00136,0,0.01429,0.22594,0.000,9.377,5.173,4.759,0.31172,3.94822,6.47335,0.06061,0.38304
78981,2007,10308,20070228,2,10,0.04018,0.27566,0.00136,1,-0.08703,0.27942,7.651,9.377,5.173,4.759,0.31172,3.94822,6.47335,0.06061,0.38304
78981,2008,10308,20080731,7,10,0.02391,0.24219,0.00242,0,0.08168,0.01429,0.000,9.302,5.063,4.412,0.38717,4.23126,6.44572,0.07159,0.21744
78981,2008,10308,20080229,2,10,0.02391,0.24219,0.00242,1,0.13419,-0.04804,6.396,9.302,5.063,4.412,0.38717,4.23126,6.44572,0.07159,0.21744
78981,2009,10308,20090731,7,10,0.03527,0.29556,0.00337,0,-0.28167,0.08168,0.000,9.507,5.406,5.491,0.28842,3.61197,6.49908,0.07031,0.19028
78981,2009,10308,20090131,1,10,0.03527,0.29556,0.00337,1,-0.29499,0.13419,8.813,9.507,5.406,5.491,0.28842,3.61197,6.49908,0.07031,0.19028
78981,2010,10308,20100731,7,10,0.03237,0.29086,0.00387,0,0.10118,-0.28167,0.000,9.580,5.464,5.467,0.36516,3.58868,6.47665,0.05232,0.21847
78981,2010,10308,20100131,1,10,0.03237,0.29086,0.00387,1,0.10118,-0.28167,7.417,9.580,5.464,5.467,0.36516,3.58868,6.47665,0.05232,0.21847
78981,2011,10308,20110731,7,10,0.01961,0.31215,0.00434,0,0.10366,0.10118,0.000,9.398,5.338,5.389,0.27130,3.49696,6.52925,0.06125,0.16763
78981,2011,10308,20110731,7,10,0.01961,0.31215,0.00434,1,0.10366,0.10118,0.000,9.398,5.338,5.389,0.27130,3.49696,6.52925,0.06125,0.16763
79265,2007,16819,20070228,2,10,0.04018,0.37391,0.00000,0,0.54019,-0.08468,7.245,10.809,6.454,5.184,0.97074,3.12589,6.68355,0.10122,0.16584
79265,2007,16819,20070731,7,10,0.04018,0.37391,0.00000,1,0.73672,-0.30358,0.000,10.809,6.454,5.184,0.97074,3.12589,6.68355,0.10122,0.16584
79265,2008,16819,20080531,5,10,0.02391,0.38104,0.00000,0,0.64035,0.57937,7.818,11.415,6.976,5.037,0.93466,4.57080,6.93276,0.04846,0.14547
79265,2008,16819,20080731,7,10,0.02391,0.38104,0.00000,1,0.81756,0.73672,0.000,11.415,6.976,5.037,0.93466,4.57080,6.93276,0.04846,0.14547
79265,2009,16819,20090430,4,10,0.03527,0.33559,0.00000,0,-0.43733,0.84845,8.067,11.137,6.734,5.192,0.89561,3.81186,7.12682,0.04014,0.21313
79265,2009,16819,20090731,7,10,0.03527,0.33559,0.00000,1,-0.43733,0.84845,0.000,11.137,6.734,5.192,0.89561,3.81186,7.12682,0.04014,0.21313
79265,2010,16819,20100531,5,10,0.03237,0.36119,0.00000,0,0.37986,-0.47752,7.274,11.207,6.807,5.382,0.87620,3.55731,7.30401,0.01098,0.21847
79265,2010,16819,20100531,5,10,0.03237,0.36119,0.00000,1,0.37364,-0.36264,7.508,11.207,6.807,5.382,0.87620,3.55731,7.30401,0.01098,0.21847
79265,2011,16819,20110731,7,10,0.01961,0.33548,0.00000,0,0.26559,0.26349,0.000,10.995,6.663,5.680,0.85631,2.73043,7.52745,0.00002,0.17186
79265,2011,16819,20110430,4,10,0.01961,0.33548,0.00000,1,0.26559,0.26349,8.239,10.995,6.663,5.680,0.85631,2.73043,7.52745,0.00002,0.17186
79507,2007,31826,20070731,7,10,0.04018,0.49293,0.00000,0,0.43233,-0.08642,0.000,11.246,6.661,3.687,0.93836,3.45446,4.93721,0.00000,0.29934
79507,2007,31826,20071031,10,10,0.04018,0.49293,0.00000,1,0.31754,0.09186,6.869,11.246,6.661,3.687,0.93836,3.45446,4.93721,0.00000,0.29934
79507,2008,31826,20080731,7,10,0.02391,0.40112,0.00000,0,-0.57739,0.43233,0.000,11.278,6.704,4.013,0.94075,3.05900,5.04527,0.00000,0.21780
79507,2008,31826,20081031,10,10,0.02391,0.40112,0.00000,1,-0.71589,0.31754,7.148,11.278,6.704,4.013,0.94075,3.05900,5.04527,0.00000,0.21780
79507,2009,31826,20090731,7,10,0.03527,0.43955,0.00000,0,-0.27167,-0.57739,0.000,10.474,5.911,3.920,0.93937,1.45056,5.21222,0.18887,0.14909
79507,2009,31826,20091031,10,10,0.03527,0.43955,0.00000,1,-0.22558,-0.71589,5.560,10.474,5.911,3.920,0.93937,1.45056,5.21222,0.18887,0.14909
79507,2010,31826,20100731,7,10,0.03237,0.77962,0.00000,0,0.17118,-0.27167,0.000,10.155,5.580,3.447,0.94057,1.09747,5.22997,0.23787,0.14291
79507,2010,31826,20101031,10,10,0.03237,0.77962,0.00000,1,0.65903,-0.22558,6.024,10.155,5.580,3.447,0.94057,1.09747,5.22997,0.23787,0.14291
79507,2011,31826,20110731,7,10,0.01961,0.82177,0.00000,0,0.08187,0.17118,0.000,10.613,6.037,3.743,0.94172,1.44033,5.19703,0.11048,0.13983
79507,2011,31826,20111031,10,10,0.01961,0.82177,0.00000,1,-0.11096,0.65903,6.429,10.613,6.037,3.743,0.94172,1.44033,5.19703,0.11048,0.13983
79564,2007,19125,20070731,7,10,0.04018,0.54273,0.00000,0,0.32171,-0.07482,0.000,9.411,5.154,4.752,0.79536,1.74432,6.92221,0.15611,0.27246
79564,2007,19125,20070430,4,10,0.04018,0.54273,0.00000,1,-0.02613,0.91750,6.584,9.411,5.154,4.752,0.79536,1.74432,6.92221,0.15611,0.27246
79564,2008,19125,20080731,7,10,0.02391,0.43929,0.00000,0,-0.60275,-0.02613,0.000,8.894,4.768,4.564,0.80165,1.18966,7.35211,0.16832,0.06258
79564,2008,19125,20080331,3,10,0.02391,0.43929,0.00000,1,-0.37339,0.32171,6.838,8.894,4.768,4.564,0.80165,1.18966,7.35211,0.16832,0.06258
79564,2009,19125,20090331,3,10,0.03527,0.49044,0.00000,0,0.24856,-0.60275,6.971,8.606,4.428,4.215,0.78383,1.10680,7.20963,0.18471,0.12132
79564,2009,19125,20090731,7,10,0.03527,0.49044,0.00000,1,0.26102,-0.37339,0.000,8.606,4.428,4.215,0.78383,1.10680,7.20963,0.18471,0.12132
79564,2010,19125,20100331,3,10,0.03237,0.55132,0.00000,0,0.62304,0.24856,7.521,9.256,5.007,4.192,0.70346,1.30105,7.29751,0.11010,0.17832
79564,2010,19125,20100731,7,10,0.03237,0.55132,0.00000,1,-0.23770,0.26102,0.000,9.256,5.007,4.192,0.70346,1.30105,7.29751,0.11010,0.17832
79564,2011,19125,20110331,3,10,0.01961,0.55470,0.00000,0,0.05765,0.62304,7.550,9.157,4.952,3.959,0.80169,1.24318,7.26199,0.11445,0.08031
79564,2011,19125,20110731,7,10,0.01961,0.55470,0.00000,1,0.28449,-0.23770,0.000,9.157,4.952,3.959,0.80169,1.24318,7.26199,0.11445,0.08031
79637,2007,08337,20071130,11,10,0.04018,0.21956,0.00658,0,-0.11877,0.09884,9.223,12.271,7.699,4.716,0.93171,1.48329,8.09500,0.16938,0.05920
79637,2007,08337,20070930,9,10,0.04018,0.21956,0.00658,1,-0.11877,0.09884,8.288,12.271,7.699,4.716,0.93171,1.48329,8.09500,0.16938,0.05920
79637,2008,08337,20081130,11,10,0.02391,0.22175,0.00627,0,-0.22088,0.16207,7.314,12.167,7.627,5.374,0.87384,1.32535,8.19137,0.21157,0.10634
79637,2008,08337,20081130,11,10,0.02391,0.22175,0.00627,1,-0.28588,-0.11877,8.189,12.167,7.627,5.374,0.87384,1.32535,8.19137,0.21157,0.10634
79637,2009,08337,20090131,1,10,0.03527,0.27274,0.00682,0,-0.32119,-0.11350,7.314,11.873,7.336,5.433,0.84531,1.08384,8.22777,0.24638,0.12833
79637,2009,08337,20091130,11,10,0.03527,0.27274,0.00682,1,0.61631,-0.27971,7.657,11.873,7.336,5.433,0.84531,1.08384,8.22777,0.24638,0.12833
79637,2010,08337,20100228,2,10,0.03237,0.34536,0.00649,0,0.53396,-0.21004,7.708,12.375,7.874,5.910,0.82174,1.30390,8.28538,0.18552,0.14250
79637,2010,08337,20101231,12,10,0.03237,0.34536,0.00649,1,0.28899,-0.09127,8.486,12.375,7.874,5.910,0.82174,1.30390,8.28538,0.18552,0.14250
79637,2011,08337,20110131,1,10,0.01961,0.38464,0.00594,0,0.37678,0.28899,7.314,12.752,8.247,5.657,0.88263,1.29922,8.92651,0.40034,0.12646
79637,2011,08337,20110731,7,10,0.01961,0.38464,0.00594,1,0.43941,0.53396,0.000,12.752,8.247,5.657,0.88263,1.29922,8.92651,0.40034,0.12646
79785,2007,19764,20070731,7,10,0.04018,0.30666,0.00000,0,0.11340,-0.49682,0.000,12.664,8.136,3.706,0.78784,1.97301,7.81392,0.07307,0.30092
79785,2007,19764,20070731,7,10,0.04018,0.30666,0.00000,1,0.11340,-0.49682,0.000,12.664,8.136,3.706,0.78784,1.97301,7.81392,0.07307,0.30092
79785,2008,19764,20080731,7,10,0.02391,0.34486,0.00000,0,-0.07217,0.11340,0.000,12.486,7.975,4.348,0.86555,1.71223,7.69413,0.07619,0.22587
79785,2008,19764,20080731,7,10,0.02391,0.34486,0.00000,1,-0.12693,-0.17032,0.000,12.486,7.975,4.348,0.86555,1.71223,7.69413,0.07619,0.22587
79785,2009,19764,20090731,7,10,0.03527,0.37054,0.00000,0,0.07854,-0.07217,0.000,11.982,7.538,5.343,0.85236,1.54708,7.65171,0.06466,0.21070
79785,2009,19764,20090131,1,10,0.03527,0.37054,0.00000,1,0.07854,-0.07217,8.823,11.982,7.538,5.343,0.85236,1.54708,7.65171,0.06466,0.21070
79785,2010,19764,20100731,7,10,0.03237,0.42135,0.00000,0,0.37930,-0.13536,0.000,11.370,7.030,4.834,0.84631,2.03159,7.78188,0.03038,0.11489
79785,2010,19764,20100731,7,10,0.03237,0.42135,0.00000,1,0.37930,-0.13536,0.000,11.370,7.030,4.834,0.84631,2.03159,7.78188,0.03038,0.11489
79785,2011,19764,20110531,5,10,0.01961,0.37162,0.00000,0,0.08293,0.03835,9.602,11.309,7.008,6.139,0.55049,1.96173,7.72359,0.02248,0.02312
79785,2011,19764,20110531,5,10,0.01961,0.37162,0.00000,1,0.08293,0.03835,10.080,11.309,7.008,6.139,0.55049,1.96173,7.72359,0.02248,0.02312
80049,2007,24904,20070731,7,10,0.04018,0.41432,0.00000,0,-0.10856,0.20430,0.000,7.832,3.684,3.679,0.67186,1.20652,6.62727,0.24033,0.03046
80049,2007,24904,20070831,8,10,0.04018,0.41432,0.00000,1,-0.09400,0.76461,6.114,7.832,3.684,3.679,0.67186,1.20652,6.62727,0.24033,0.03046
80049,2008,24904,20080731,7,10,0.02391,0.36080,0.00000,0,0.23883,-0.10856,0.000,8.556,4.398,4.046,0.64261,1.73765,6.37581,0.00000,0.10501
80049,2008,24904,20080430,4,10,0.02391,0.36080,0.00000,1,0.22109,-0.02595,6.883,8.556,4.398,4.046,0.64261,1.73765,6.37581,0.00000,0.10501
80049,2009,24904,20090731,7,10,0.03527,0.51819,0.00000,0,0.26304,0.23883,0.000,7.877,3.728,3.970,0.63824,0.96900,6.42871,0.00000,0.05286
80049,2009,24904,20090531,5,10,0.03527,0.51819,0.00000,1,-0.51930,-0.02523,7.034,7.877,3.728,3.970,0.63824,0.96900,6.42871,0.00000,0.05286
80049,2010,24904,20100731,7,10,0.03237,0.70596,0.00000,0,-0.03842,0.26304,0.000,9.090,4.714,4.141,0.67460,1.50366,6.52362,0.00000,0.13788
80049,2010,24904,20100331,3,10,0.03237,0.70596,0.00000,1,0.96361,-0.42722,6.219,9.090,4.714,4.141,0.67460,1.50366,6.52362,0.00000,0.13788
80049,2011,24904,20110731,7,10,0.01961,0.73248,0.00000,0,0.08253,-0.03842,0.000,10.064,5.632,4.539,0.65729,2.07707,6.88664,0.00000,0.18368
80049,2011,24904,20110430,4,10,0.01961,0.73248,0.00000,1,0.81763,0.96361,7.931,10.064,5.632,4.539,0.65729,2.07707,6.88664,0.00000,0.18368
80303,2007,21310,20070131,1,10,0.04018,0.69054,0.00000,0,0.74439,-0.23674,7.418,9.685,5.164,3.442,0.71346,1.26234,8.61588,0.16011,0.01243
80303,2007,21310,20070131,1,10,0.04018,0.69054,0.00000,1,0.74439,-0.23674,6.299,9.685,5.164,3.442,0.71346,1.26234,8.61588,0.16011,0.01243
80303,2008,21310,20080131,1,10,0.02391,0.63409,0.00000,0,1.18194,0.74439,8.174,10.512,5.949,3.267,0.55108,1.82367,8.55611,0.07020,0.12739
80303,2008,21310,20080131,1,10,0.02391,0.63409,0.00000,1,1.18194,0.74439,6.959,10.512,5.949,3.267,0.55108,1.82367,8.55611,0.07020,0.12739
80303,2009,21310,20090131,1,10,0.03527,0.69075,0.00713,0,-0.83430,1.18194,8.040,8.725,4.200,2.945,0.62964,1.01300,8.45169,0.13353,0.01599
80303,2009,21310,20090131,1,10,0.03527,0.69075,0.00713,1,-0.83430,1.18194,6.797,8.725,4.200,2.945,0.62964,1.01300,8.45169,0.13353,0.01599
80303,2010,21310,20100131,1,10,0.03237,0.82638,0.01022,0,1.50947,-0.83430,7.888,9.714,5.160,3.352,0.57586,1.34032,8.36070,0.10586,0.01256
80303,2010,21310,20100131,1,10,0.03237,0.82638,0.01022,1,1.50947,-0.83430,6.504,9.714,5.160,3.352,0.57586,1.34032,8.36070,0.10586,0.01256
80303,2011,21310,20110131,1,10,0.01961,0.83822,0.01425,0,-0.22083,1.50947,8.146,9.434,4.882,3.237,0.65205,1.27594,8.34036,0.12187,-0.03097
80303,2011,21310,20110131,1,10,0.01961,0.83822,0.01425,1,-0.22083,1.50947,6.900,9.434,4.882,3.237,0.65205,1.27594,8.34036,0.12187,-0.03097
80621,2007,15701,20070430,4,10,0.03450,0.34589,0.00000,0,0.37172,0.09414,6.481,11.032,6.732,5.379,0.99170,1.89576,6.58613,0.11262,0.11905
80621,2007,15701,20071031,10,10,0.03450,0.34589,0.00000,1,-0.01801,0.52311,0.000,11.032,6.732,5.379,0.99170,1.89576,6.58613,0.11262,0.11905
