permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
23077,2010,03847,20100831,8,10,0.03401,0.17730,0.03806,1,0.18769,-0.20974,7.805,11.161,7.099,6.682,0.72750,2.29013,9.21798,0.20014,0.13061
23077,2011,03847,20110930,9,10,0.02029,0.17240,0.03897,0,0.13582,0.19687,7.314,11.339,7.195,6.672,0.68213,2.09154,9.41178,0.18033,0.15717
23077,2011,03847,20110930,9,10,0.02029,0.17240,0.03897,1,0.13582,0.19687,7.716,11.339,7.195,6.672,0.68213,2.09154,9.41178,0.18033,0.15717
23393,2007,28032,20070331,3,10,0.04018,0.15469,0.00668,0,0.29984,0.00070,4.549,9.359,5.226,3.969,0.48546,1.82420,7.75583,0.21920,0.09555
23393,2007,28032,20070630,6,10,0.04018,0.15469,0.00668,1,0.26836,-0.03679,7.144,9.359,5.226,3.969,0.48546,1.82420,7.75583,0.21920,0.09555
23393,2008,28032,20080331,3,10,0.02391,0.17238,0.00628,0,0.03788,0.29984,3.613,9.256,5.228,4.187,0.39248,1.98776,7.83735,0.17005,0.10707
23393,2008,28032,20080630,6,10,0.02391,0.17238,0.00628,1,0.12835,0.26836,7.514,9.256,5.228,4.187,0.39248,1.98776,7.83735,0.17005,0.10707
23393,2009,28032,20090331,3,10,0.03527,0.18777,0.00588,0,-0.05062,0.03788,4.375,9.396,5.467,5.069,0.40976,1.92845,7.93825,0.15847,0.13274
23393,2009,28032,20090630,6,10,0.03527,0.18777,0.00588,1,-0.04615,0.12835,7.768,9.396,5.467,5.069,0.40976,1.92845,7.93825,0.15847,0.13274
23393,2010,28032,20100331,3,10,0.03237,0.20106,0.00639,0,0.27656,-0.05062,3.773,9.775,5.799,5.229,0.43698,1.85400,8.04541,0.14119,0.14312
23393,2010,28032,20100630,6,10,0.03237,0.20106,0.00639,1,0.15028,-0.04615,7.778,9.775,5.799,5.229,0.43698,1.85400,8.04541,0.14119,0.14312
23393,2011,28032,20110331,3,10,0.01961,0.18464,0.00752,0,0.18162,0.27656,4.475,10.064,6.104,5.392,0.51114,2.03351,7.98827,0.05672,0.13740
23393,2011,28032,20110630,6,10,0.01961,0.18464,0.00752,1,0.28976,0.15028,7.757,10.064,6.104,5.392,0.51114,2.03351,7.98827,0.05672,0.13740
24942,2007,03114,20070531,5,10,0.04018,0.13497,0.02003,0,0.15532,0.12327,8.918,10.800,6.597,4.754,0.81023,1.48805,10.14612,0.10453,0.11251
24942,2007,03114,20070731,7,10,0.04018,0.13497,0.02003,1,0.17073,0.09631,0.000,10.800,6.597,4.754,0.81023,1.48805,10.14612,0.10453,0.11251
24942,2008,03114,20080531,5,10,0.02391,0.12203,0.01879,0,0.11243,0.15532,9.221,11.013,6.741,4.212,0.84344,1.57249,10.05544,0.06195,0.04700
24942,2008,03114,20080731,7,10,0.02391,0.12203,0.01879,1,-0.00000,0.17073,0.000,11.013,6.741,4.212,0.84344,1.57249,10.05544,0.06195,0.04700
24942,2009,03114,20090531,5,10,0.03527,0.15831,0.01880,0,-0.30953,0.11243,9.305,10.826,6.444,4.322,0.83336,1.48653,10.05608,0.06668,0.08655
24942,2009,03114,20090731,7,10,0.03527,0.15831,0.01880,1,-0.18287,-0.00000,0.000,10.826,6.444,4.322,0.83336,1.48653,10.05608,0.06668,0.08655
24942,2010,03114,20100531,5,10,0.03237,0.23175,0.02072,0,0.16915,-0.30953,9.245,10.728,6.252,3.983,0.80124,1.40846,10.06934,0.07005,0.11697
24942,2010,03114,20100731,7,10,0.03237,0.23175,0.02072,1,-0.01813,-0.18287,0.000,10.728,6.252,3.983,0.80124,1.40846,10.06934,0.07005,0.11697
24942,2011,03114,20110531,5,10,0.01961,0.23807,0.02316,0,-0.04127,0.16915,9.255,10.587,6.028,3.108,0.76372,1.28256,10.10328,0.11525,0.08226
24942,2011,03114,20110731,7,10,0.01961,0.23807,0.02316,1,-0.03563,-0.01813,0.000,10.587,6.028,3.108,0.76372,1.28256,10.10328,0.11525,0.08226
28484,2007,02132,20070228,2,10,0.04018,0.30082,0.01064,0,0.09411,0.32695,8.468,14.477,9.900,6.237,0.94749,1.33496,10.01704,0.12612,0.18263
28484,2007,02132,20070228,2,10,0.04018,0.30082,0.01064,1,0.09411,0.32695,8.649,14.477,9.900,6.237,0.94749,1.33496,10.01704,0.12612,0.18263
28484,2008,02132,20080229,2,10,0.02391,0.34914,0.00714,0,0.53362,0.11299,8.417,15.114,10.521,5.711,0.96869,1.86341,10.17092,0.08174,0.15653
28484,2008,02132,20080229,2,10,0.02391,0.34914,0.00714,1,0.69316,0.09411,8.686,15.114,10.521,5.711,0.96869,1.86341,10.17092,0.08174,0.15653
28484,2009,02132,20090331,3,10,0.03527,0.44157,0.00648,0,-0.39458,0.53362,9.385,14.447,9.849,6.058,0.97872,1.18143,10.26081,0.11710,0.17477
28484,2009,02132,20090228,2,10,0.03527,0.44157,0.00648,1,-0.42235,0.69316,8.887,14.447,9.849,6.058,0.97872,1.18143,10.26081,0.11710,0.17477
28484,2010,02132,20100331,3,10,0.03237,0.43174,0.00599,0,0.14924,-0.39458,8.330,14.415,9.821,6.239,0.97659,1.21766,10.29099,0.12450,0.10654
28484,2010,02132,20100228,2,10,0.03237,0.43174,0.00599,1,0.07042,-0.42235,8.826,14.415,9.821,6.239,0.97659,1.21766,10.29099,0.12450,0.10654
28484,2011,02132,20110331,3,10,0.01961,0.39403,0.00641,0,0.35832,0.14924,8.347,14.622,10.031,6.455,0.97697,1.25870,10.47438,0.12531,0.15374
28484,2011,02132,20110228,2,10,0.01961,0.39403,0.00641,1,0.47567,0.07042,8.825,14.622,10.031,6.455,0.97697,1.25870,10.47438,0.12531,0.15374
30681,2007,06099,20070731,7,10,0.04018,0.15662,0.01031,0,0.11691,-0.00265,0.000,11.879,7.920,6.580,1.00000,1.75563,9.80727,0.09615,0.10937
30681,2007,06099,20070731,7,10,0.04018,0.15662,0.01031,1,0.11691,-0.00265,0.000,11.879,7.920,6.580,1.00000,1.75563,9.80727,0.09615,0.10937
30681,2008,06099,20080731,7,10,0.02391,0.14378,0.01078,0,-0.20030,0.11691,0.000,11.752,8.091,7.254,1.00000,1.58430,9.86644,0.10076,0.08805
30681,2008,06099,20080731,7,10,0.02391,0.14378,0.01078,1,-0.44425,-0.13042,0.000,11.752,8.091,7.254,1.00000,1.58430,9.86644,0.10076,0.08805
30681,2009,06099,20090731,7,10,0.03527,0.20402,0.01454,0,-0.21107,-0.20030,0.000,10.498,6.426,6.586,0.88856,1.27426,9.75958,0.14098,0.07234
30681,2009,06099,20091231,12,10,0.03527,0.20402,0.01454,1,-0.47827,-0.16886,8.487,10.498,6.426,6.586,0.88856,1.27426,9.75958,0.14098,0.07234
30681,2010,06099,20100731,7,10,0.03237,0.29356,0.01643,0,0.09187,-0.21107,0.000,11.384,7.412,7.019,0.81463,1.43966,9.79377,0.08919,0.09999
30681,2010,06099,20100331,3,10,0.03237,0.29356,0.01643,1,0.09187,-0.21107,7.988,11.384,7.412,7.019,0.81463,1.43966,9.79377,0.08919,0.09999
30681,2011,06099,20110731,7,10,0.01961,0.33549,0.01819,0,0.25626,0.09187,0.000,11.390,6.911,5.411,0.69227,1.48530,9.88160,0.11105,0.08303
30681,2011,06099,20110731,7,10,0.01961,0.33549,0.01819,1,0.25626,0.09187,0.000,11.390,6.911,5.411,0.69227,1.48530,9.88160,0.11105,0.08303
38659,2007,06819,20070731,7,10,0.04018,0.23845,0.01912,0,0.41134,-0.28512,0.000,11.375,6.914,5.339,0.94216,2.92889,6.66699,0.00000,0.14246
38659,2007,06819,20070831,8,10,0.04018,0.23845,0.01912,1,0.32027,-0.19272,5.984,11.375,6.914,5.339,0.94216,2.92889,6.66699,0.00000,0.14246
38659,2008,06819,20080731,7,10,0.02391,0.24054,0.02081,0,-0.23915,0.41134,0.000,11.493,6.966,4.606,0.96175,2.96595,6.80131,0.00000,0.18945
38659,2008,06819,20080831,8,10,0.02391,0.24054,0.02081,1,-0.22632,0.32027,6.379,11.493,6.966,4.606,0.96175,2.96595,6.80131,0.00000,0.18945
38659,2009,06819,20090731,7,10,0.03527,0.32932,0.03070,0,-0.04089,-0.23915,0.000,10.794,6.212,3.662,0.95496,1.67712,6.63870,0.00000,0.13433
38659,2009,06819,20090831,8,10,0.03527,0.32932,0.03070,1,-0.09159,-0.22632,5.896,10.794,6.212,3.662,0.95496,1.67712,6.63870,0.00000,0.13433
38659,2010,06819,20100731,7,10,0.03237,0.43501,0.03109,0,0.28258,-0.04089,0.000,11.342,6.795,4.502,0.94007,3.10724,6.71369,0.00000,0.14501
38659,2010,06819,20100831,8,10,0.03237,0.43501,0.03109,1,0.20076,-0.09159,6.111,11.342,6.795,4.502,0.94007,3.10724,6.71369,0.00000,0.14501
38659,2011,06819,20110731,7,10,0.01961,0.49195,0.02880,0,0.46722,0.28258,0.000,11.806,7.254,4.491,0.93422,4.30373,6.91144,0.00000,0.15577
38659,2011,06819,20110831,8,10,0.01961,0.49195,0.02880,1,0.47256,0.20076,6.618,11.806,7.254,4.491,0.93422,4.30373,6.91144,0.00000,0.15577
39220,2007,07304,20070531,5,10,0.04018,0.48011,0.02821,0,-0.28106,0.26498,3.353,9.640,5.060,1.796,0.99230,1.13213,6.46317,0.32887,0.05159
39220,2007,07304,20070731,7,10,0.04018,0.48011,0.02821,1,0.52222,-0.46853,0.000,9.640,5.060,1.796,0.99230,1.13213,6.46317,0.32887,0.05159
39220,2008,07304,20081031,10,10,0.02391,0.51829,0.03509,0,-0.35507,-0.25346,3.367,9.045,4.461,1.302,0.99630,0.94240,6.52076,0.39953,-0.01218
39220,2008,07304,20080731,7,10,0.02391,0.51829,0.03509,1,-0.26783,0.52222,0.000,9.045,4.461,1.302,0.99630,0.94240,6.52076,0.39953,-0.01218
39220,2009,07304,20090930,9,10,0.03527,0.64112,0.05581,0,1.42700,-0.35507,3.288,8.190,3.616,0.538,0.99445,0.82728,6.35615,0.40814,0.06626
39220,2009,07304,20090731,7,10,0.03527,0.64112,0.05581,1,0.17719,-0.26783,0.000,8.190,3.616,0.538,0.99445,0.82728,6.35615,0.40814,0.06626
39220,2010,07304,20100930,9,10,0.03237,0.85400,0.04821,0,-0.30975,1.42700,4.067,8.872,4.288,0.944,0.99303,0.99327,6.18509,0.15878,0.17790
39220,2010,07304,20100731,7,10,0.03237,0.85400,0.04821,1,-0.12600,0.17719,0.000,8.872,4.288,0.944,0.99303,0.99327,6.18509,0.15878,0.17790
39220,2011,07304,20110930,9,10,0.01961,0.86122,0.03879,0,0.22910,-0.30975,3.695,9.363,4.773,1.058,0.99308,1.20406,6.20213,0.11055,0.05796
39220,2011,07304,20110731,7,10,0.01961,0.86122,0.03879,1,0.44555,-0.12600,0.000,9.363,4.773,1.058,0.99308,1.20406,6.20213,0.11055,0.05796
39538,2007,18517,20070831,8,10,0.04018,0.24062,0.02741,0,0.09443,-0.00166,7.493,10.861,6.819,5.846,0.81339,2.26622,8.50853,0.06233,0.20034
39538,2007,18517,20070831,8,10,0.04018,0.24062,0.02741,1,0.09443,-0.00166,7.271,10.861,6.819,5.846,0.81339,2.26622,8.50853,0.06233,0.20034
39538,2008,18517,20080831,8,10,0.02391,0.25275,0.03269,0,-0.12993,0.09443,7.766,10.533,6.620,6.049,0.82444,1.95190,8.47772,0.10118,0.11310
39538,2008,18517,20080831,8,10,0.02391,0.25275,0.03269,1,-0.12993,0.09443,7.180,10.533,6.620,6.049,0.82444,1.95190,8.47772,0.10118,0.11310
39538,2009,18517,20090831,8,10,0.03527,0.30174,0.03760,0,-0.13140,-0.14965,8.504,9.872,6.087,6.048,0.79445,1.77408,8.45021,0.10851,0.09080
39538,2009,18517,20090831,8,10,0.03527,0.30174,0.03760,1,-0.13140,-0.14965,7.662,9.872,6.087,6.048,0.79445,1.77408,8.45021,0.10851,0.09080
39538,2010,18517,20100731,7,10,0.03237,0.34872,0.04044,0,0.16270,-0.07665,7.514,10.248,6.291,6.056,0.73143,1.98310,8.47252,0.07932,0.20215
39538,2010,18517,20100731,7,10,0.03237,0.34872,0.04044,1,0.16270,-0.07665,7.620,10.248,6.291,6.056,0.73143,1.98310,8.47252,0.07932,0.20215
39538,2011,18517,20110831,8,10,0.01961,0.33827,0.03828,0,0.27725,0.16270,7.514,10.696,6.544,6.223,0.61368,2.15344,8.59762,0.10286,0.11044
39538,2011,18517,20110831,8,10,0.01961,0.33827,0.03828,1,0.27725,0.16270,7.683,10.696,6.544,6.223,0.61368,2.15344,8.59762,0.10286,0.11044
40694,2007,11889,20071231,12,10,0.03807,0.38299,0.00535,0,0.04435,0.22883,0.000,10.318,5.938,4.069,0.68238,2.30568,7.14143,0.09475,0.17209
40694,2007,11889,20070131,1,10,0.03807,0.38299,0.00535,1,-0.25764,0.30070,6.623,10.318,5.938,4.069,0.68238,2.30568,7.14143,0.09475,0.17209
40694,2008,11889,20081231,12,10,0.03237,0.39836,0.00455,0,-0.51750,0.04435,0.000,10.123,5.793,4.310,0.76928,1.78400,7.32380,0.15155,0.08046
40694,2008,11889,20080131,1,10,0.03237,0.39836,0.00455,1,-0.60792,-0.25764,6.264,10.123,5.793,4.310,0.76928,1.78400,7.32380,0.15155,0.08046
40694,2009,11889,20091231,12,10,0.03363,0.59662,0.00545,0,0.00934,-0.51750,0.000,9.355,4.997,4.355,0.80116,1.08909,7.36109,0.31634,0.07082
40694,2009,11889,20090131,1,10,0.03363,0.59662,0.00545,1,0.48772,-0.60792,6.057,9.355,4.997,4.355,0.80116,1.08909,7.36109,0.31634,0.07082
40694,2010,11889,20101231,12,10,0.03121,0.64276,0.00704,0,0.30428,0.00934,0.000,9.451,5.080,4.336,0.85173,1.16174,7.33482,0.30281,0.03062
40694,2010,11889,20100131,1,10,0.03121,0.64276,0.00704,1,0.16698,0.48772,6.387,9.451,5.080,4.336,0.85173,1.16174,7.33482,0.30281,0.03062
40694,2011,11889,20111231,12,10,0.01784,0.64559,0.00805,0,-0.32891,0.30428,0.000,9.644,5.270,4.383,0.85485,1.30471,7.34731,0.32243,0.00604
40694,2011,11889,20110131,1,10,0.01784,0.64559,0.00805,1,-0.21454,0.16698,6.522,9.644,5.270,4.383,0.85485,1.30471,7.34731,0.32243,0.00604
44943,2007,18346,20070731,7,10,0.04018,0.42091,0.00000,0,0.05785,0.33379,0.000,9.830,5.315,3.569,0.30191,2.00770,6.43477,0.19337,0.24897
44943,2007,18346,20070531,5,10,0.04018,0.42091,0.00000,1,-0.01117,0.54241,7.454,9.830,5.315,3.569,0.30191,2.00770,6.43477,0.19337,0.24897
44943,2008,18346,20080731,7,10,0.02391,0.34959,0.00000,0,-0.04987,0.05785,0.000,9.901,5.438,4.009,0.19112,2.18689,6.56155,0.15448,0.14590
44943,2008,18346,20080531,5,10,0.02391,0.34959,0.00000,1,0.10860,-0.01117,7.419,9.901,5.438,4.009,0.19112,2.18689,6.56155,0.15448,0.14590
44943,2009,18346,20090731,7,10,0.03527,0.57474,0.00000,0,-0.29698,-0.04987,0.000,8.627,4.146,3.533,0.62883,0.86404,6.79698,0.53110,0.08094
44943,2009,18346,20090531,5,10,0.03527,0.57474,0.00000,1,-0.46329,0.10860,7.405,8.627,4.146,3.533,0.62883,0.86404,6.79698,0.53110,0.08094
44943,2010,18346,20100731,7,10,0.03237,0.65407,0.00000,0,-0.04582,-0.29698,0.000,10.294,5.769,4.457,0.76440,1.44219,6.93040,0.28942,0.07328
44943,2010,18346,20100531,5,10,0.03237,0.65407,0.00000,1,0.28056,-0.46329,7.748,10.294,5.769,4.457,0.76440,1.44219,6.93040,0.28942,0.07328
44943,2011,18346,20110731,7,10,0.01961,0.71249,0.00000,0,0.32886,-0.04582,0.000,10.639,6.115,4.753,0.69056,1.78437,6.74235,0.08853,0.11548
44943,2011,18346,20110531,5,10,0.01961,0.71249,0.00000,1,0.47393,0.28056,7.946,10.639,6.115,4.753,0.69056,1.78437,6.74235,0.08853,0.11548
47379,2007,15003,20070630,6,10,0.04018,0.16011,0.01458,0,-0.03769,-0.09194,6.874,8.433,4.118,2.911,0.71366,1.20056,7.29331,0.03907,0.08856
47379,2007,15003,20070731,7,10,0.04018,0.16011,0.01458,1,-0.12612,-0.14947,0.000,8.433,4.118,2.911,0.71366,1.20056,7.29331,0.03907,0.08856
47379,2008,15003,20080630,6,10,0.02391,0.18616,0.01937,0,-0.31815,-0.03769,7.054,8.064,3.613,2.632,0.68854,0.91482,7.36201,0.06814,0.04991
47379,2008,15003,20080731,7,10,0.02391,0.18616,0.01937,1,-0.28060,-0.12612,0.000,8.064,3.613,2.632,0.68854,0.91482,7.36201,0.06814,0.04991
47379,2009,15003,20090630,6,10,0.03527,0.27320,0.02791,0,-0.36728,-0.28060,6.957,7.922,3.514,2.655,0.70006,0.86235,7.28500,0.09170,0.06455
47379,2009,15003,20090731,7,10,0.03527,0.27320,0.02791,1,-0.36728,-0.28060,0.000,7.922,3.514,2.655,0.70006,0.86235,7.28500,0.09170,0.06455
47379,2010,15003,20100731,7,10,0.03237,0.43528,0.02286,0,0.57097,-0.08739,0.000,7.713,3.223,1.962,0.72245,0.88565,7.17219,0.11892,-0.01180
47379,2010,15003,20100731,7,10,0.03237,0.43528,0.02286,1,0.25393,-0.36728,0.000,7.713,3.223,1.962,0.72245,0.88565,7.17219,0.11892,-0.01180
47379,2011,15003,20111231,12,10,0.01961,0.51393,0.01374,0,0.05486,0.25393,7.002,8.697,4.174,2.347,0.75101,1.04835,7.22213,0.05493,0.03211
47379,2011,15003,20110731,7,10,0.01961,0.51393,0.01374,1,0.05486,0.25393,0.000,8.697,4.174,2.347,0.75101,1.04835,7.22213,0.05493,0.03211
48531,2007,06561,20070731,7,10,0.04018,0.21237,0.03274,0,0.00681,0.26150,0.000,8.810,4.288,2.649,0.00000,2.03045,5.95701,0.06389,0.10593
48531,2007,06561,20070228,2,10,0.04018,0.21237,0.03274,1,-0.14414,0.34744,6.321,8.810,4.288,2.649,0.00000,2.03045,5.95701,0.06389,0.10593
48531,2008,06561,20080731,7,10,0.02391,0.21942,0.03200,0,-0.29065,0.00681,0.000,9.755,5.217,3.427,0.51330,1.94506,6.02587,0.06224,0.13581
48531,2008,06561,20080331,3,10,0.02391,0.21942,0.03200,1,-0.29065,0.00681,6.099,9.755,5.217,3.427,0.51330,1.94506,6.02587,0.06224,0.13581
48531,2009,06561,20090731,7,10,0.03527,0.28515,0.02992,0,0.28296,-0.19395,5.707,9.939,5.419,3.910,0.50382,2.04609,6.14664,0.10275,0.13295
48531,2009,06561,20090731,7,10,0.03527,0.28515,0.02992,1,0.28296,-0.19395,5.937,9.939,5.419,3.910,0.50382,2.04609,6.14664,0.10275,0.13295
48531,2010,06561,20100228,2,10,0.03237,0.30716,0.02748,0,-0.00987,0.28296,6.737,9.568,5.141,4.145,0.23516,2.06166,6.28654,0.10220,0.14862
48531,2010,06561,20100228,2,10,0.03237,0.30716,0.02748,1,-0.00987,0.28296,6.281,9.568,5.141,4.145,0.23516,2.06166,6.28654,0.10220,0.14862
48531,2011,06561,20110228,2,10,0.01961,0.37036,0.07681,0,-0.16261,-0.00987,7.091,9.041,4.603,3.878,1.00000,1.49396,7.28849,0.13056,0.08287
48531,2011,06561,20110228,2,10,0.01961,0.37036,0.07681,1,-0.16261,-0.00987,5.401,9.041,4.603,3.878,1.00000,1.49396,7.28849,0.13056,0.08287
48725,2007,20835,20070131,1,10,0.04018,0.19898,0.01515,0,0.08784,0.43212,8.977,10.525,6.391,5.655,0.66323,1.26152,10.50551,0.14719,0.08085
48725,2007,20835,20070131,1,10,0.04018,0.19898,0.01515,1,0.08784,0.43212,8.678,10.525,6.391,5.655,0.66323,1.26152,10.50551,0.14719,0.08085
48725,2008,20835,20080131,1,10,0.02391,0.21772,0.01318,0,0.18475,0.08784,8.007,11.066,6.873,5.756,0.61986,1.45186,10.54624,0.13912,0.08974
48725,2008,20835,20080131,1,10,0.02391,0.21772,0.01318,1,0.18475,0.08784,8.379,11.066,6.873,5.756,0.61986,1.45186,10.54624,0.13912,0.08974
48725,2009,20835,20090131,1,10,0.03527,0.28402,0.01502,0,-0.40772,0.21691,8.230,10.710,6.589,6.431,0.60525,1.21669,10.58969,0.18471,0.10701
48725,2009,20835,20090131,1,10,0.03527,0.28402,0.01502,1,-0.40772,0.21691,8.578,10.710,6.589,6.431,0.60525,1.21669,10.58969,0.18471,0.10701
48725,2010,20835,20100228,2,10,0.03237,0.32802,0.01629,0,0.78809,-0.40772,8.230,11.226,7.054,6.533,0.64191,1.36150,10.65516,0.17055,0.08142
48725,2010,20835,20100228,2,10,0.03237,0.32802,0.01629,1,0.78809,-0.40772,8.544,11.226,7.054,6.533,0.64191,1.36150,10.65516,0.17055,0.08142
48725,2011,20835,20110228,2,10,0.01961,0.32820,0.01703,0,0.41199,0.78809,8.343,11.749,7.487,6.465,0.70425,1.64485,10.67102,0.13040,0.09679
48725,2011,20835,20110228,2,10,0.01961,0.32820,0.01703,1,0.41199,0.78809,8.184,11.749,7.487,6.465,0.70425,1.64485,10.67102,0.13040,0.09679
50972,2007,05055,20070131,1,10,0.04018,0.20686,0.01738,0,-0.26364,-0.49274,6.744,8.525,4.256,4.090,0.44309,0.98359,7.82653,0.37187,0.08103
50972,2007,05055,20070731,7,10,0.04018,0.20686,0.01738,1,-0.20439,-0.27988,0.000,8.525,4.256,4.090,0.44309,0.98359,7.82653,0.37187,0.08103
50972,2008,05055,20080731,7,10,0.02391,0.22811,0.02747,0,-0.54318,-0.20439,0.000,8.358,3.837,2.769,0.65777,0.82497,7.81281,0.44030,0.05222
50972,2008,05055,20080131,1,10,0.02391,0.22811,0.02747,1,-0.54318,-0.20439,6.832,8.358,3.837,2.769,0.65777,0.82497,7.81281,0.44030,0.05222
50972,2009,05055,20090131,1,10,0.03527,0.52180,0.16264,0,-0.63772,-0.56370,7.448,5.842,1.490,0.027,0.49353,0.91357,7.19688,0.60303,0.03794
50972,2009,05055,20090131,1,10,0.03527,0.52180,0.16264,1,-0.90008,-0.54318,1.789,5.842,1.490,0.027,0.49353,0.91357,7.19688,0.60303,0.03794
50972,2010,05055,20100731,7,10,0.03237,1.05205,0.15591,0,3.16172,-0.90008,0.000,7.814,3.316,2.267,0.56901,0.98904,7.12048,0.58234,0.02532
50972,2010,05055,20100131,1,10,0.03237,1.05205,0.15591,1,3.16172,-0.90008,1.955,7.814,3.316,2.267,0.56901,0.98904,7.12048,0.58234,0.02532
50972,2011,05055,20110131,1,10,0.01961,1.15547,0.14348,0,-0.73644,1.21382,6.348,7.498,2.987,1.703,0.42950,0.97395,7.07409,0.57720,0.06934
50972,2011,05055,20110131,1,10,0.01961,1.15547,0.14348,1,-0.38604,3.16172,4.332,7.498,2.987,1.703,0.42950,0.97395,7.07409,0.57720,0.06934
51625,2007,25367,20070228,2,10,0.04018,0.25321,0.00629,0,0.40683,0.01487,6.680,9.231,4.945,3.357,0.61706,1.14500,9.18301,0.17584,0.04297
51625,2007,25367,20070228,2,10,0.04018,0.25321,0.00629,1,0.40683,0.01487,6.809,9.231,4.945,3.357,0.61706,1.14500,9.18301,0.17584,0.04297
51625,2008,25367,20080229,2,10,0.02391,0.21756,0.00911,0,-0.23262,0.53972,7.037,9.774,5.485,3.856,0.53767,1.24642,9.09753,0.16926,0.03661
51625,2008,25367,20080229,2,10,0.02391,0.21756,0.00911,1,-0.23262,0.53972,7.424,9.774,5.485,3.856,0.53767,1.24642,9.09753,0.16926,0.03661
51625,2009,25367,20090731,7,10,0.03527,0.30755,0.01669,0,-0.69207,-0.11547,6.866,8.475,4.177,3.966,0.61354,0.99343,9.00109,0.23215,0.03920
51625,2009,25367,20090731,7,10,0.03527,0.30755,0.01669,1,-0.69207,-0.11547,6.825,8.475,4.177,3.966,0.61354,0.99343,9.00109,0.23215,0.03920
51625,2010,25367,20100228,2,10,0.03237,0.41118,0.01989,0,1.37491,-0.69207,6.726,9.620,5.296,4.695,0.49773,1.06722,9.09291,0.20116,0.04587
51625,2010,25367,20100228,2,10,0.03237,0.41118,0.01989,1,1.37491,-0.69207,7.096,9.620,5.296,4.695,0.49773,1.06722,9.09291,0.20116,0.04587
51625,2011,25367,20110228,2,10,0.01961,0.42072,0.02343,0,0.34830,1.37491,6.900,9.692,5.388,4.873,0.59111,1.05539,9.12604,0.19284,0.03986
51625,2011,25367,20110228,2,10,0.01961,0.42072,0.02343,1,0.34830,1.37491,7.161,9.692,5.388,4.873,0.59111,1.05539,9.12604,0.19284,0.03986
53110,2007,36440,20070531,5,10,0.04018,0.39210,0.01467,0,-0.11438,0.40823,5.339,9.046,4.509,1.708,0.84968,3.29760,4.94437,0.04996,0.11483
53110,2007,36440,20070531,5,10,0.04018,0.39210,0.01467,1,-0.11438,0.40823,4.336,9.046,4.509,1.708,0.84968,3.29760,4.94437,0.04996,0.11483
53110,2008,36440,20080531,5,10,0.02391,0.42123,0.01112,0,0.85529,-0.11438,3.977,9.129,4.595,1.742,0.84330,4.72995,5.01927,0.02351,0.20286
53110,2008,36440,20080531,5,10,0.02391,0.42123,0.01112,1,0.85529,-0.11438,4.375,9.129,4.595,1.742,0.84330,4.72995,5.01927,0.02351,0.20286
53110,2009,36440,20090531,5,10,0.03527,0.50670,0.01079,0,-0.18411,0.85529,4.448,8.440,3.903,1.904,0.83302,2.63139,5.27994,0.04897,0.17999
53110,2009,36440,20090531,5,10,0.03527,0.50670,0.01079,1,-0.18411,0.85529,4.860,8.440,3.903,1.904,0.83302,2.63139,5.27994,0.04897,0.17999
53110,2010,36440,20100531,5,10,0.03237,0.51061,0.01091,0,-0.02976,-0.18411,4.763,8.670,4.124,2.165,0.83238,3.36506,5.25758,0.01245,0.18729
53110,2010,36440,20100531,5,10,0.03237,0.51061,0.01091,1,-0.02976,-0.18411,5.273,8.670,4.124,2.165,0.83238,3.36506,5.25758,0.01245,0.18729
53110,2011,36440,20110531,5,10,0.01961,0.47732,0.01229,0,-0.06188,-0.02976,5.253,8.839,4.305,2.506,0.80913,3.30256,5.37927,0.01806,0.09631
53110,2011,36440,20110531,5,10,0.01961,0.47732,0.01229,1,-0.06188,-0.02976,5.382,8.839,4.305,2.506,0.80913,3.30256,5.37927,0.01806,0.09631
53575,2007,19036,20070731,7,10,0.04018,0.34703,0.00000,0,0.98376,0.08825,0.000,8.411,4.221,3.233,0.84732,1.35654,4.79120,0.04382,0.08341
53575,2007,19036,20070731,7,10,0.04018,0.34703,0.00000,1,0.98376,0.08825,0.000,8.411,4.221,3.233,0.84732,1.35654,4.79120,0.04382,0.08341
53575,2008,19036,20080731,7,10,0.02391,0.38309,0.00000,0,-0.05908,0.94288,0.000,8.988,4.690,3.011,0.86847,1.55700,4.86782,0.01456,-0.01968
53575,2008,19036,20080731,7,10,0.02391,0.38309,0.00000,1,-0.33572,0.98376,0.000,8.988,4.690,3.011,0.86847,1.55700,4.86782,0.01456,-0.01968
53575,2009,19036,20090131,1,10,0.03527,0.45984,0.00000,0,-0.47073,-0.33572,7.086,8.005,3.552,2.357,0.97751,0.78955,4.97645,0.19110,0.11046
53575,2009,19036,20090731,7,10,0.03527,0.45984,0.00000,1,-0.47073,-0.33572,0.000,8.005,3.552,2.357,0.97751,0.78955,4.97645,0.19110,0.11046
53575,2010,19036,20100731,7,10,0.03237,0.56088,0.00000,0,0.59028,-0.63424,0.000,7.367,3.021,2.159,0.91645,0.99990,4.93748,0.14249,0.08004
53575,2010,19036,20100731,7,10,0.03237,0.56088,0.00000,1,0.73640,-0.70486,0.000,7.367,3.021,2.159,0.91645,0.99990,4.93748,0.14249,0.08004
